1577173580989,1541,7C:66:9D:7B:29:FB,-81
1577173581008,10000190,6C:EC:EB:1F:F6:26,-57
1577173581028,-5595-4997,2C:3B:FC:7F:57:40,-56
1577173581030,10000191,6C:EC:EB:1F:F6:65,-74
1577173581043,10000198,6C:EC:EB:1F:FD:83,-77
1577173581069,10000192,6C:EC:EB:1F:F6:24,-77
1577173581084,10000199,6C:EC:EB:1F:F4:46,-81
1577173581106,10000190,6C:EC:EB:1F:F6:26,-51
1577173581114,-5595-4997,2C:3B:FC:7F:57:40,-54
1577173581118,10000191,6C:EC:EB:1F:F6:65,-88
1577173581134,10000196,6C:EC:EB:1F:F4:74,-87
1577173581149,10000198,6C:EC:EB:1F:FD:83,-80
1577173581180,10000192,6C:EC:EB:1F:F6:24,-73
1577173581211,0000,68:BA:4E:68:F2:42,-64
1577173581236,1545,7C:66:9D:7B:2B:90,-78
1577173581239,10000190,6C:EC:EB:1F:F6:26,-53
1577173581241,0000,4C:28:1E:F2:4D:AA,-71
1577173581242,-5595-4997,2C:3B:FC:7F:57:40,-51
1577173581280,10000197,6C:EC:EB:1F:F6:76,-88
1577173581296,1546,7C:66:9D:7B:2B:9F,-79
1577173581300,10000192,6C:EC:EB:1F:F6:24,-78
1577173581319,10000199,6C:EC:EB:1F:F4:46,-75
1577173581322,1545,7C:66:9D:7B:2B:90,-77
1577173581323,10000190,6C:EC:EB:1F:F6:26,-59
1577173581325,-5595-4997,2C:3B:FC:7F:57:40,-58
1577173581338,1538,BC:6A:29:BE:2F:23,-83
1577173581363,10000198,6C:EC:EB:1F:FD:83,-73
1577173581401,1541,7C:66:9D:7B:29:FB,-82
1577173581407,10000199,6C:EC:EB:1F:F4:46,-83
1577173581433,-5595-4997,2C:3B:FC:7F:57:40,-58
1577173581437,10000191,6C:EC:EB:1F:F6:65,-72
1577173581441,1538,BC:6A:29:BE:2F:23,-77
1577173581458,10000195,6C:EC:EB:1F:F6:15,-96
1577173581465,10000198,6C:EC:EB:1F:FD:83,-74
1577173581490,0000,4C:28:1E:F2:4D:AA,-78
1577173581499,10000192,6C:EC:EB:1F:F6:24,-74
1577173581513,10000199,6C:EC:EB:1F:F4:46,-80
1577173581531,10000190,6C:EC:EB:1F:F6:26,-61
1577173581536,1545,7C:66:9D:7B:2B:90,-78
1577173581558,10000196,6C:EC:EB:1F:F4:74,-90
1577173581569,10000193,6C:EC:EB:1F:F6:55,-88
1577173581585,10000197,6C:EC:EB:1F:F6:76,-87
1577173581596,1546,7C:66:9D:7B:2B:9F,-88
1577173581598,10000192,6C:EC:EB:1F:F6:24,-76
1577173581607,1541,7C:66:9D:7B:29:FB,-83
1577173581623,1100,BC:6A:29:BE:31:57,-88
1577173581640,10000190,6C:EC:EB:1F:F6:26,-68
1577173581643,1545,7C:66:9D:7B:2B:90,-80
1577173581645,-5595-4997,2C:3B:FC:7F:57:40,-55
1577173581652,1538,BC:6A:29:BE:2F:23,-79
1577173581657,10000196,6C:EC:EB:1F:F4:74,-87
1577173581667,10000198,6C:EC:EB:1F:FD:83,-73
1577173581678,10000193,6C:EC:EB:1F:F6:55,-90
1577173581688,10000197,6C:EC:EB:1F:F6:76,-92
1577173581704,10000192,6C:EC:EB:1F:F6:24,-73
1577173581715,1541,7C:66:9D:7B:29:FB,-82
1577173581731,1100,BC:6A:29:BE:31:57,-90
1577173581738,10000190,6C:EC:EB:1F:F6:26,-62
1577173581742,-5595-4997,2C:3B:FC:7F:57:40,-54
1577173581752,10000191,6C:EC:EB:1F:F6:65,-72
1577173581755,0000,68:BA:4E:68:F2:42,-66
1577173581765,10000196,6C:EC:EB:1F:F4:74,-88
1577173581775,10000198,6C:EC:EB:1F:FD:83,-81
1577173581807,1546,7C:66:9D:7B:2B:9F,-89
1577173581815,10000192,6C:EC:EB:1F:F6:24,-71
1577173581823,1541,7C:66:9D:7B:29:FB,-81
1577173581850,1545,7C:66:9D:7B:2B:90,-81
1577173581859,10000191,6C:EC:EB:1F:F6:65,-72
1577173581867,1538,BC:6A:29:BE:2F:23,-76
1577173581882,10000198,6C:EC:EB:1F:FD:83,-82
1577173581911,1546,7C:66:9D:7B:2B:9F,-89
1577173581915,10000192,6C:EC:EB:1F:F6:24,-70
1577173581929,1541,7C:66:9D:7B:29:FB,-81
1577173581958,-5595-4997,2C:3B:FC:7F:57:40,-58
1577173581961,10000190,6C:EC:EB:1F:F6:26,-58
1577173581966,10000191,6C:EC:EB:1F:F6:65,-73
1577173581974,1538,BC:6A:29:BE:2F:23,-74
1577173581997,10000193,6C:EC:EB:1F:F6:55,-94
1577173582010,1546,7C:66:9D:7B:2B:9F,-93
1577173582015,10000192,6C:EC:EB:1F:F6:24,-71
1577173582026,0000,68:BA:4E:68:F2:42,-85
1577173582030,1541,7C:66:9D:7B:29:FB,-80
1577173582034,0000,4C:28:1E:F2:4D:AA,-71
1577173582039,10000199,6C:EC:EB:1F:F4:46,-87
1577173582052,1545,7C:66:9D:7B:2B:90,-80
1577173582059,-5595-4997,2C:3B:FC:7F:57:40,-58
1577173582062,10000190,6C:EC:EB:1F:F6:26,-65
1577173582080,1538,BC:6A:29:BE:2F:23,-74
1577173582093,10000198,6C:EC:EB:1F:FD:83,-86
1577173582100,10000193,6C:EC:EB:1F:F6:55,-91
1577173582102,10000197,6C:EC:EB:1F:F6:76,-86
1577173582131,1541,7C:66:9D:7B:29:FB,-80
1577173582158,1545,7C:66:9D:7B:2B:90,-80
1577173582166,-5595-4997,2C:3B:FC:7F:57:40,-58
1577173582171,10000191,6C:EC:EB:1F:F6:65,-76
1577173582185,1538,BC:6A:29:BE:2F:23,-75
1577173582197,10000195,6C:EC:EB:1F:F6:15,-87
1577173582222,10000192,6C:EC:EB:1F:F6:24,-70
1577173582232,1541,7C:66:9D:7B:29:FB,-79
1577173582267,10000190,6C:EC:EB:1F:F6:26,-64
1577173582275,10000191,6C:EC:EB:1F:F6:65,-74
1577173582288,1538,BC:6A:29:BE:2F:23,-76
1577173582300,0000,68:BA:4E:68:F2:42,-69
1577173582303,0000,4C:28:1E:F2:4D:AA,-70
1577173582306,10000195,6C:EC:EB:1F:F6:15,-85
1577173582330,10000192,6C:EC:EB:1F:F6:24,-70
1577173582340,1541,7C:66:9D:7B:29:FB,-80
1577173582356,10000199,6C:EC:EB:1F:F4:46,-89
1577173582369,1545,7C:66:9D:7B:2B:90,-79
1577173582372,-5595-4997,2C:3B:FC:7F:57:40,-61
1577173582378,10000191,6C:EC:EB:1F:F6:65,-74
