1576635391237,1538,BC:6A:29:BE:2F:23,-81
1576635391251,9842-6424,2A:FB:85:79:A6:89,-80
1576635391254,10000191,6C:EC:EB:1F:F6:65,-90
1576635391280,10000190,6C:EC:EB:1F:F6:26,-86
1576635391289,10000196,6C:EC:EB:1F:F4:74,-73
1576635391291,0000,66:E7:EE:42:87:2A,-54
1576635391302,0000,50:EC:0A:B5:EA:EF,-79
1576635391304,10000197,6C:EC:EB:1F:F6:76,-71
1576635391319,10000198,6C:EC:EB:1F:FD:83,-73
1576635391337,10000192,6C:EC:EB:1F:F6:24,-84
1576635391338,10000194,6C:EC:EB:1F:F6:2D,-91
1576635391353,1538,BC:6A:29:BE:2F:23,-76
1576635391354,0000,7C:09:44:B0:53:CB,-89
1576635391355,9842-6424,2A:FB:85:79:A6:89,-76
1576635391356,10000191,6C:EC:EB:1F:F6:65,-80
1576635391357,-2324616080,17:86:E9:EA:4C:1D,-89
1576635391381,10000190,6C:EC:EB:1F:F6:26,-85
1576635391388,10000199,6C:EC:EB:1F:F4:46,-75
1576635391403,10000196,6C:EC:EB:1F:F4:74,-68
1576635391404,0000,5B:6C:CC:CB:CB:DD,-78
1576635391419,10000197,6C:EC:EB:1F:F6:76,-75
1576635391421,1545,7C:66:9D:7B:2B:90,-84
1576635391436,0000,73:63:D8:B1:A2:64,-80
1576635391437,10000193,6C:EC:EB:1F:F6:55,-89
1576635391438,10000192,6C:EC:EB:1F:F6:24,-84
1576635391453,1538,BC:6A:29:BE:2F:23,-77
1576635391454,10000191,6C:EC:EB:1F:F6:65,-80
1576635391488,10000199,6C:EC:EB:1F:F4:46,-73
1576635391510,0000,67:04:31:FA:55:00,-85
1576635391520,10000197,6C:EC:EB:1F:F6:76,-82
1576635391521,10000198,6C:EC:EB:1F:FD:83,-80
1576635391538,10000192,6C:EC:EB:1F:F6:24,-87
1576635391551,1538,BC:6A:29:BE:2F:23,-85
1576635391554,9842-6424,2A:FB:85:79:A6:89,-74
1576635391558,10000191,6C:EC:EB:1F:F6:65,-89
1576635391564,0000,50:EC:0A:B5:EA:EF,-82
1576635391566,0000,66:E7:EE:42:87:2A,-52
1576635391571,-2324616080,17:86:E9:EA:4C:1D,-89
1576635391593,10000199,6C:EC:EB:1F:F4:46,-80
1576635391598,1100,BC:6A:29:BE:31:57,-89
1576635391604,10000196,6C:EC:EB:1F:F4:74,-78
1576635391607,1546,7C:66:9D:7B:2B:9F,-84
1576635391620,0000,7C:09:44:B0:53:CB,-91
1576635391626,10000198,6C:EC:EB:1F:FD:83,-78
1576635391628,1545,7C:66:9D:7B:2B:90,-90
1576635391647,10000192,6C:EC:EB:1F:F6:24,-82
1576635391655,9842-6424,2A:FB:85:79:A6:89,-81
1576635391657,1538,BC:6A:29:BE:2F:23,-87
1576635391676,-2324616080,17:86:E9:EA:4C:1D,-90
1576635391698,10000190,6C:EC:EB:1F:F6:26,-83
1576635391701,10000199,6C:EC:EB:1F:F4:46,-74
1576635391705,1546,7C:66:9D:7B:2B:9F,-76
1576635391711,10000196,6C:EC:EB:1F:F4:74,-73
1576635391724,10000197,6C:EC:EB:1F:F6:76,-77
1576635391733,10000198,6C:EC:EB:1F:FD:83,-74
1576635391736,1545,7C:66:9D:7B:2B:90,-90
1576635391752,10000192,6C:EC:EB:1F:F6:24,-84
1576635391770,9842-6424,2A:FB:85:79:A6:89,-74
1576635391774,1538,BC:6A:29:BE:2F:23,-79
1576635391777,10000191,6C:EC:EB:1F:F6:65,-93
1576635391780,0000,67:04:31:FA:55:00,-81
1576635391804,1100,BC:6A:29:BE:31:57,-93
1576635391807,10000199,6C:EC:EB:1F:F4:46,-78
1576635391813,1546,7C:66:9D:7B:2B:9F,-77
1576635391820,10000196,6C:EC:EB:1F:F4:74,-86
1576635391830,10000197,6C:EC:EB:1F:F6:76,-88
1576635391833,0000,50:EC:0A:B5:EA:EF,-78
1576635391838,0000,66:E7:EE:42:87:2A,-65
1576635391841,10000198,6C:EC:EB:1F:FD:83,-76
1576635391865,1538,BC:6A:29:BE:2F:23,-80
1576635391879,10000191,6C:EC:EB:1F:F6:65,-93
1576635391885,0000,7C:09:44:B0:53:CB,-92
1576635391913,1546,7C:66:9D:7B:2B:9F,-81
1576635391916,10000199,6C:EC:EB:1F:F4:46,-83
1576635391925,10000196,6C:EC:EB:1F:F4:74,-85
1576635391937,10000197,6C:EC:EB:1F:F6:76,-86
1576635391939,0000,5B:6C:CC:CB:CB:DD,-82
1576635391945,1545,7C:66:9D:7B:2B:90,-83
1576635391967,0000,73:63:D8:B1:A2:64,-83
1576635391976,1538,BC:6A:29:BE:2F:23,-85
1576635391986,10000191,6C:EC:EB:1F:F6:65,-87
1576635392024,10000190,6C:EC:EB:1F:F6:26,-90
1576635392028,10000196,6C:EC:EB:1F:F4:74,-87
1576635392041,10000197,6C:EC:EB:1F:F6:76,-78
1576635392053,0000,67:04:31:FA:55:00,-78
1576635392056,10000198,6C:EC:EB:1F:FD:83,-75
1576635392058,10000192,6C:EC:EB:1F:F6:24,-81
1576635392062,9842-6424,2A:FB:85:79:A6:89,-85
1576635392089,10000191,6C:EC:EB:1F:F6:65,-86
1576635392109,0000,50:EC:0A:B5:EA:EF,-75
1576635392111,0000,66:E7:EE:42:87:2A,-55
1576635392115,1541,7C:66:9D:7B:29:FB,-96
1576635392142,10000197,6C:EC:EB:1F:F6:76,-79
1576635392160,0000,7C:09:44:B0:53:CB,-88
1576635392164,10000198,6C:EC:EB:1F:FD:83,-75
1576635392167,10000192,6C:EC:EB:1F:F6:24,-83
1576635392170,9842-6424,2A:FB:85:79:A6:89,-81
1576635392189,1538,BC:6A:29:BE:2F:23,-86
1576635392190,10000191,6C:EC:EB:1F:F6:65,-85
1576635392210,0000,5B:6C:CC:CB:CB:DD,-78
1576635392218,1541,7C:66:9D:7B:29:FB,-93
1576635392234,0000,73:63:D8:B1:A2:64,-83
1576635392247,10000197,6C:EC:EB:1F:F6:76,-80
1576635392255,1545,7C:66:9D:7B:2B:90,-88
1576635392265,10000198,6C:EC:EB:1F:FD:83,-76
1576635392270,9842-6424,2A:FB:85:79:A6:89,-81
1576635392295,1538,BC:6A:29:BE:2F:23,-85
1576635392326,0000,67:04:31:FA:55:00,-89
1576635392327,1541,7C:66:9D:7B:29:FB,-93
1576635392333,10000199,6C:EC:EB:1F:F4:46,-79
1576635392338,10000190,6C:EC:EB:1F:F6:26,-86
1576635392340,1546,7C:66:9D:7B:2B:9F,-79
1576635392345,10000196,6C:EC:EB:1F:F4:74,-82
