time,uuid,mac,rssi
1578446403424,1541,7C:66:9D:7B:29:FB,-76
1578446403528,1541,7C:66:9D:7B:29:FB,-80
1578446403659,18271,7C:66:9D:7B:2D:4A,-77
1578446403676,1538,BC:6A:29:BE:2F:23,-95
1578446403729,1100,BC:6A:29:BE:31:57,-83
1578446403746,1541,7C:66:9D:7B:29:FB,-80
1578446403769,1538,BC:6A:29:BE:2F:23,-97
1578446403816,1105,7C:66:9D:7B:29:FA,-68
1578446403848,1541,7C:66:9D:7B:29:FB,-79
1578446403879,0000,BC:6A:29:BE:2F:23,-94
1578446403913,0200,BC:6A:29:BE:2F:76,-74
1578446403949,1541,7C:66:9D:7B:29:FB,-80
1578446403957,10000195,6C:EC:EB:1F:F6:15,-100
1578446404012,0200,BC:6A:29:BE:2F:76,-79
1578446404056,1541,7C:66:9D:7B:29:FB,-82
1578446404084,1538,BC:6A:29:BE:2F:23,-96
1578446404120,1105,7C:66:9D:7B:29:FA,-68
1578446404185,1538,BC:6A:29:BE:2F:23,-96
1578446404219,0200,BC:6A:29:BE:2F:76,-69
1578446404227,1105,7C:66:9D:7B:29:FA,-72
1578446404273,1541,7C:66:9D:7B:29:FB,-89
1578446404291,1538,BC:6A:29:BE:2F:23,-97
1578446404320,0200,BC:6A:29:BE:2F:76,-67
1578446404332,1105,7C:66:9D:7B:29:FA,-67
1578446404377,10000195,6C:EC:EB:1F:F6:15,-100
1578446404381,1541,7C:66:9D:7B:29:FB,-91
1578446404394,1538,BC:6A:29:BE:2F:23,-97
1578446404428,0200,BC:6A:29:BE:2F:76,-70
1578446404492,1541,7C:66:9D:7B:29:FB,-90
1578446404537,0200,BC:6A:29:BE:2F:76,-72
1578446404642,1105,7C:66:9D:7B:29:FA,-68
1578446404649,1100,BC:6A:29:BE:31:57,-67
1578446404689,10000195,6C:EC:EB:1F:F6:15,-97
1578446404714,18271,7C:66:9D:7B:2D:4A,-83
1578446404757,1100,BC:6A:29:BE:31:57,-66
1578446404792,10000195,6C:EC:EB:1F:F6:15,-96
1578446404813,1541,7C:66:9D:7B:29:FB,-82
1578446404856,0200,BC:6A:29:BE:2F:76,-77
1578446404902,10000195,6C:EC:EB:1F:F6:15,-98
1578446404918,1538,BC:6A:29:BE:2F:23,-94
1578446404920,1541,7C:66:9D:7B:29:FB,-86
1578446405013,10000195,6C:EC:EB:1F:F6:15,-95
1578446405122,10000195,6C:EC:EB:1F:F6:15,-96
1578446405174,1100,BC:6A:29:BE:31:57,-70
1578446405191,10000193,6C:EC:EB:1F:F6:55,-99
1578446405228,10000195,6C:EC:EB:1F:F6:15,-96
1578446405278,1105,7C:66:9D:7B:29:FA,-68
1578446405280,0200,BC:6A:29:BE:2F:76,-67
1578446405340,10000195,6C:EC:EB:1F:F6:15,-98
1578446405343,18271,7C:66:9D:7B:2D:4A,-77
1578446405380,1105,7C:66:9D:7B:29:FA,-65
1578446405384,0200,BC:6A:29:BE:2F:76,-67
1578446405454,18271,7C:66:9D:7B:2D:4A,-78
1578446405458,1541,7C:66:9D:7B:29:FB,-86
1578446405489,1105,7C:66:9D:7B:29:FA,-62
1578446405563,1538,BC:6A:29:BE:2F:23,-98
1578446405566,1541,7C:66:9D:7B:29:FB,-85
1578446405593,0200,BC:6A:29:BE:2F:76,-73
1578446405597,1105,7C:66:9D:7B:29:FA,-64
1578446405695,1100,BC:6A:29:BE:31:57,-67
1578446405699,0200,BC:6A:29:BE:2F:76,-69
1578446405702,0000,7C:66:9D:7B:29:FA,-66
1578446405812,1105,7C:66:9D:7B:29:FA,-64
1578446405879,0000,7C:66:9D:7B:29:FB,-82
1578446405904,0200,BC:6A:29:BE:2F:76,-73
1578446405915,1105,7C:66:9D:7B:29:FA,-66
1578446405982,1541,7C:66:9D:7B:29:FB,-83
1578446406018,1105,7C:66:9D:7B:29:FA,-65
1578446406121,0200,BC:6A:29:BE:2F:76,-64
1578446406194,1541,7C:66:9D:7B:29:FB,-78
1578446406227,0200,BC:6A:29:BE:2F:76,-64
1578446406302,1541,7C:66:9D:7B:29:FB,-79
1578446406331,0200,BC:6A:29:BE:2F:76,-65
1578446406433,0200,BC:6A:29:BE:2F:76,-65
1578446406546,1105,7C:66:9D:7B:29:FA,-67
1578446406632,1100,BC:6A:29:BE:31:57,-69
1578446406640,0200,BC:6A:29:BE:2F:76,-65
1578446406711,1541,7C:66:9D:7B:29:FB,-79
1578446406725,18271,7C:66:9D:7B:2D:4A,-82
1578446406753,1105,7C:66:9D:7B:29:FA,-74
1578446406812,1541,7C:66:9D:7B:29:FB,-78
1578446406818,1538,BC:6A:29:BE:2F:23,-102
1578446406828,10000190,6C:EC:EB:1F:F6:26,-102
1578446406853,0200,BC:6A:29:BE:2F:76,-66
1578446406860,1105,7C:66:9D:7B:29:FA,-71
1578446406914,1541,7C:66:9D:7B:29:FB,-82
1578446406953,0200,BC:6A:29:BE:2F:76,-64
1578446406967,1105,7C:66:9D:7B:29:FA,-72
1578446406991,10000195,6C:EC:EB:1F:F6:15,-102
1578446407021,1538,BC:6A:29:BE:2F:23,-99
1578446407023,1541,7C:66:9D:7B:29:FB,-81
1578446407039,18271,7C:66:9D:7B:2D:4A,-84
1578446407150,1100,BC:6A:29:BE:31:57,-72
1578446407232,1541,7C:66:9D:7B:29:FB,-82
1578446407251,1100,BC:6A:29:BE:31:57,-69
1578446407266,0200,BC:6A:29:BE:2F:76,-66
1578446407337,1541,7C:66:9D:7B:29:FB,-83
1578446407355,1100,BC:6A:29:BE:31:57,-71
1578446407372,0200,BC:6A:29:BE:2F:76,-63
1578446407432,1545,7C:66:9D:7B:2B:90,-74
1578446407463,1100,BC:6A:29:BE:31:57,-69
1578446407464,18271,7C:66:9D:7B:2D:4A,-85
1578446407475,0200,BC:6A:29:BE:2F:76,-63
