time,uuid,mac,rssi
1577755293480,10000198,6C:EC:EB:1F:FD:83,-74
1577755293502,10000196,6C:EC:EB:1F:F4:74,-82
1577755293531,10000195,6C:EC:EB:1F:F6:15,-97
1577755293534,10000112,6C:EC:EB:1F:FB:96,-95
1577755293570,10000197,6C:EC:EB:1F:F6:76,-70
1577755293573,1541,7C:66:9D:7B:29:FB,-77
1577755293604,10000198,6C:EC:EB:1F:FD:83,-72
1577755293606,0000,48:5F:A7:84:F1:80,-84
1577755293635,1538,BC:6A:29:BE:2F:23,-68
1577755293638,10000196,6C:EC:EB:1F:F4:74,-76
1577755293667,10000199,6C:EC:EB:1F:F4:46,-82
1577755293670,10000197,6C:EC:EB:1F:F6:76,-74
1577755293671,1541,7C:66:9D:7B:29:FB,-82
1577755293673,10000191,6C:EC:EB:1F:F6:65,-82
1577755293674,1546,7C:66:9D:7B:2B:9F,-64
1577755293698,10000198,6C:EC:EB:1F:FD:83,-81
1577755293700,10000190,6C:EC:EB:1F:F6:26,-83
1577755293722,1538,BC:6A:29:BE:2F:23,-67
1577755293725,10000196,6C:EC:EB:1F:F4:74,-84
1577755293740,10000199,6C:EC:EB:1F:F4:46,-89
1577755293744,10000197,6C:EC:EB:1F:F6:76,-72
1577755293748,1541,7C:66:9D:7B:29:FB,-75
1577755293771,1546,7C:66:9D:7B:2B:9F,-62
1577755293791,0000,6C:EC:EB:1F:FD:9B,-97
1577755293836,5365-2018,35:C4:70:67:13:2A,-94
1577755293866,10000199,6C:EC:EB:1F:F4:46,-88
1577755293868,10000197,6C:EC:EB:1F:F6:76,-74
1577755293869,1541,7C:66:9D:7B:29:FB,-89
1577755293870,10000191,6C:EC:EB:1F:F6:65,-84
1577755293873,0000,48:5F:A7:84:F1:80,-82
1577755293875,1546,7C:66:9D:7B:2B:9F,-63
1577755293892,10000192,6C:EC:EB:1F:F6:24,-85
1577755293914,10000190,6C:EC:EB:1F:F6:26,-89
1577755293919,1538,BC:6A:29:BE:2F:23,-69
1577755293922,10000196,6C:EC:EB:1F:F4:74,-74
1577755293955,1541,7C:66:9D:7B:29:FB,-80
1577755293971,10000191,6C:EC:EB:1F:F6:65,-80
1577755293983,1546,7C:66:9D:7B:2B:9F,-62
1577755294006,1545,7C:66:9D:7B:2B:90,-87
1577755294033,1538,BC:6A:29:BE:2F:23,-70
1577755294036,10000196,6C:EC:EB:1F:F4:74,-76
1577755294051,10000199,6C:EC:EB:1F:F4:46,-76
1577755294055,10000197,6C:EC:EB:1F:F6:76,-69
1577755294072,10000191,6C:EC:EB:1F:F6:65,-86
1577755294086,1546,7C:66:9D:7B:2B:9F,-65
1577755294101,10000192,6C:EC:EB:1F:F6:24,-78
1577755294109,10000190,6C:EC:EB:1F:F6:26,-84
1577755294130,1538,BC:6A:29:BE:2F:23,-74
1577755294133,10000196,6C:EC:EB:1F:F4:74,-81
1577755294139,0000,48:5F:A7:84:F1:80,-85
1577755294144,5365-2018,35:C4:70:67:13:2A,-97
1577755294158,10000199,6C:EC:EB:1F:F4:46,-80
1577755294159,1541,7C:66:9D:7B:29:FB,-76
1577755294165,10000197,6C:EC:EB:1F:F6:76,-66
1577755294179,10000191,6C:EC:EB:1F:F6:65,-79
1577755294188,1546,7C:66:9D:7B:2B:9F,-76
1577755294204,10000198,6C:EC:EB:1F:FD:83,-78
1577755294208,10000192,6C:EC:EB:1F:F6:24,-73
1577755294215,10000190,6C:EC:EB:1F:F6:26,-80
1577755294219,1545,7C:66:9D:7B:2B:90,-91
1577755294229,1538,BC:6A:29:BE:2F:23,-72
