time,uuid,mac,rssi
1578447072082,1545,7C:66:9D:7B:2B:90,-76
1578447072108,10000198,6C:EC:EB:1F:FD:83,-95
1578447072132,0200,BC:6A:29:BE:2F:76,-86
1578447072143,10000193,6C:EC:EB:1F:F6:55,-97
1578447072160,0000,53:5D:FE:89:A2:AA,-86
1578447072162,1541,7C:66:9D:7B:29:FB,-82
1578447072176,1100,BC:6A:29:BE:31:57,-64
1578447072193,1545,7C:66:9D:7B:2B:90,-76
1578447072196,1538,BC:6A:29:BE:2F:23,-91
1578447072210,10000190,6C:EC:EB:1F:F6:26,-90
1578447072258,1541,7C:66:9D:7B:29:FB,-78
1578447072267,10000199,6C:EC:EB:1F:F4:46,-97
1578447072291,1105,7C:66:9D:7B:29:FA,-69
1578447072293,1100,BC:6A:29:BE:31:57,-84
1578447072331,10000192,6C:EC:EB:1F:F6:24,-91
1578447072362,1541,7C:66:9D:7B:29:FB,-73
1578447072373,10000199,6C:EC:EB:1F:F4:46,-97
1578447072398,1545,7C:66:9D:7B:2B:90,-75
1578447072401,1538,BC:6A:29:BE:2F:23,-92
1578447072415,10000198,6C:EC:EB:1F:FD:83,-92
1578447072419,10000190,6C:EC:EB:1F:F6:26,-92
1578447072422,0000,53:5D:FE:89:A2:AA,-94
1578447072436,10000192,6C:EC:EB:1F:F6:24,-96
1578447072472,1541,7C:66:9D:7B:29:FB,-75
1578447072482,10000199,6C:EC:EB:1F:F4:46,-99
1578447072499,1100,BC:6A:29:BE:31:57,-84
1578447072530,10000190,6C:EC:EB:1F:F6:26,-92
1578447072579,1541,7C:66:9D:7B:29:FB,-75
1578447072697,0000,53:5D:FE:89:A2:AA,-85
1578447072793,1541,7C:66:9D:7B:29:FB,-79
1578447072821,1538,BC:6A:29:BE:2F:23,-92
1578447072824,1545,7C:66:9D:7B:2B:90,-73
1578447072893,1541,7C:66:9D:7B:29:FB,-78
1578447072916,1100,BC:6A:29:BE:31:57,-60
1578447072970,0000,53:5D:FE:89:A2:AA,-82
1578447072995,1541,7C:66:9D:7B:29:FB,-81
1578447073100,1541,7C:66:9D:7B:29:FB,-81
1578447073167,0000,64:FB:E3:40:2C:BE,-99
1578447073193,10000193,6C:EC:EB:1F:F6:55,-96
1578447073206,1541,7C:66:9D:7B:29:FB,-82
1578447073243,0000,53:5D:FE:89:A2:AA,-85
1578447073314,1541,7C:66:9D:7B:29:FB,-76
1578447073416,0000,5A:7D:08:F4:2E:A9,-76
1578447073433,1541,7C:66:9D:7B:29:FB,-82
1578447073527,1541,7C:66:9D:7B:29:FB,-78
1578447073559,1100,BC:6A:29:BE:31:57,-60
1578447073611,0200,BC:6A:29:BE:2F:76,-93
1578447073632,1541,7C:66:9D:7B:29:FB,-80
1578447073643,1105,7C:66:9D:7B:29:FA,-67
1578447073666,1100,BC:6A:29:BE:31:57,-59
1578447073721,0000,64:FB:E3:40:2C:BE,-89
1578447073735,1541,7C:66:9D:7B:29:FB,-85
1578447073798,1546,7C:66:9D:7B:2B:9F,-96
1578447073836,1541,7C:66:9D:7B:29:FB,-92
1578447073871,1100,BC:6A:29:BE:31:57,-56
1578447073923,0200,BC:6A:29:BE:2F:76,-89
1578447073943,1541,7C:66:9D:7B:29:FB,-90
1578447073960,10000195,6C:EC:EB:1F:F6:15,-93
1578447073976,1100,BC:6A:29:BE:31:57,-61
1578447074028,0200,BC:6A:29:BE:2F:76,-86
1578447074126,0000,6C:EC:EB:1F:F6:26,-93
1578447074153,1541,7C:66:9D:7B:29:FB,-91
1578447074256,1541,7C:66:9D:7B:29:FB,-85
1578447074292,1100,BC:6A:29:BE:31:57,-60
1578447074307,1538,BC:6A:29:BE:2F:23,-96
1578447074366,1541,7C:66:9D:7B:29:FB,-91
1578447074367,1105,7C:66:9D:7B:29:FA,-72
1578447074398,1100,BC:6A:29:BE:31:57,-60
1578447074499,0000,5D:DA:AB:88:35:66,-91
1578447074520,1100,BC:6A:29:BE:31:57,-60
1578447074658,0200,BC:6A:29:BE:2F:76,-88
1578447074707,1100,BC:6A:29:BE:31:57,-60
1578447074752,0000,46:F8:79:E0:6B:18,-94
1578447075149,1100,BC:6A:29:BE:31:57,-61
1578447075358,1100,BC:6A:29:BE:31:57,-60
1578447075462,1100,BC:6A:29:BE:31:57,-60
1578447075564,1100,BC:6A:29:BE:31:57,-61
1578447075667,1100,BC:6A:29:BE:31:57,-60
1578447075769,1100,BC:6A:29:BE:31:57,-61
1578447075843,1105,7C:66:9D:7B:29:FA,-72
1578447075871,1100,BC:6A:29:BE:31:57,-60
1578447075877,0000,5A:7D:08:F4:2E:A9,-77
1578447075943,1105,7C:66:9D:7B:29:FA,-71
1578447075972,1100,BC:6A:29:BE:31:57,-60
1578447076056,1105,7C:66:9D:7B:29:FA,-71
1578447076162,1105,7C:66:9D:7B:29:FA,-70
1578447076172,1541,7C:66:9D:7B:29:FB,-85
1578447076177,1100,BC:6A:29:BE:31:57,-59
1578447076204,1545,7C:66:9D:7B:2B:90,-68
1578447076226,0000,53:5D:FE:89:A2:AA,-81
1578447076270,1105,7C:66:9D:7B:29:FA,-71
1578447076277,1541,7C:66:9D:7B:29:FB,-90
1578447076292,1100,BC:6A:29:BE:31:57,-59
1578447076304,1545,7C:66:9D:7B:2B:90,-69
1578447076374,1105,7C:66:9D:7B:29:FA,-71
1578447076378,1541,7C:66:9D:7B:29:FB,-90
1578447076386,1100,BC:6A:29:BE:31:57,-58
1578447076411,1545,7C:66:9D:7B:2B:90,-69
1578447076444,0200,BC:6A:29:BE:2F:76,-86
1578447076488,1541,7C:66:9D:7B:29:FB,-88
1578447076491,1100,BC:6A:29:BE:31:57,-58
1578447076494,0000,53:5D:FE:89:A2:AA,-80
1578447076519,1545,7C:66:9D:7B:2B:90,-69
1578447076554,0200,BC:6A:29:BE:2F:76,-85
1578447076584,1105,7C:66:9D:7B:29:FA,-72
1578447076587,1541,7C:66:9D:7B:29:FB,-83
1578447076590,1100,BC:6A:29:BE:31:57,-59
1578447076682,0000,46:F8:79:E0:6B:18,-84
1578447076687,1105,7C:66:9D:7B:29:FA,-74
1578447076695,10000195,6C:EC:EB:1F:F6:15,-93
1578447076762,0200,BC:6A:29:BE:2F:76,-90
1578447076795,1105,7C:66:9D:7B:29:FA,-73
1578447076799,10000195,6C:EC:EB:1F:F6:15,-94
1578447076803,1100,BC:6A:29:BE:31:57,-58
1578447076877,0200,BC:6A:29:BE:2F:76,-87
1578447076890,1105,7C:66:9D:7B:29:FA,-72
1578447076969,0200,BC:6A:29:BE:2F:76,-92
1578447077013,1100,BC:6A:29:BE:31:57,-59
1578447077033,0000,53:5D:FE:89:A2:AA,-80
1578447077106,1105,7C:66:9D:7B:29:FA,-69
1578447077215,1105,7C:66:9D:7B:29:FA,-72
1578447077295,0200,BC:6A:29:BE:2F:76,-85
1578447077306,0000,53:5D:FE:89:A2:AA,-81
1578447077314,1105,7C:66:9D:7B:29:FA,-70
1578447077325,1541,7C:66:9D:7B:29:FB,-84
1578447077421,1105,7C:66:9D:7B:29:FA,-69
1578447077499,0200,BC:6A:29:BE:2F:76,-81
1578447077505,0000,46:F8:79:E0:6B:18,-84
