time,uuid,mac,rssi
1578450971584,10000192,6C:EC:EB:1F:F6:24,-82
1578450971601,-19603-25147,29:01:77:BE:6B:D3,-77
1578450971604,10000190,6C:EC:EB:1F:F6:26,-91
1578450971618,280-10069,46:B8:5E:F5:BB:80,-73
1578450971620,1546,7C:66:9D:7B:2B:9F,-82
1578450971639,1538,BC:6A:29:BE:2F:23,-89
1578450971656,10000199,6C:EC:EB:1F:F4:46,-67
1578450971692,10000192,6C:EC:EB:1F:F6:24,-87
1578450971694,-19603-25147,29:01:77:BE:6B:D3,-72
1578450971698,10000197,6C:EC:EB:1F:F6:76,-81
1578450971730,10000196,6C:EC:EB:1F:F4:74,-59
1578450971752,10000191,6C:EC:EB:1F:F6:65,-89
1578450971769,10000199,6C:EC:EB:1F:F4:46,-66
1578450971785,10000198,6C:EC:EB:1F:FD:83,-77
1578450971804,280-10069,46:B8:5E:F5:BB:80,-74
1578450971805,-19603-25147,29:01:77:BE:6B:D3,-74
1578450971807,10000197,6C:EC:EB:1F:F6:76,-76
1578450971827,0000,64:13:15:A0:68:C6,-82
1578450971838,10000196,6C:EC:EB:1F:F4:74,-60
1578450971873,10000199,6C:EC:EB:1F:F4:46,-71
1578450971890,10000198,6C:EC:EB:1F:FD:83,-68
1578450971905,10000192,6C:EC:EB:1F:F6:24,-84
1578450971907,-19603-25147,29:01:77:BE:6B:D3,-82
1578450971910,10000197,6C:EC:EB:1F:F6:76,-73
1578450971931,1100,BC:6A:29:BE:31:57,-95
1578450971949,1546,7C:66:9D:7B:2B:9F,-78
1578450971953,1541,7C:66:9D:7B:29:FB,-86
1578450971958,0000,7E:BA:77:77:B9:4F,-84
1578450971961,1538,BC:6A:29:BE:2F:23,-81
1578450971976,280-10069,46:B8:5E:F5:BB:80,-72
1578450971978,280-10069,46:B8:5E:F5:BB:80,-72
1578450971997,10000198,6C:EC:EB:1F:FD:83,-74
1578450972006,0000,55:95:88:52:1E:44,-69
1578450972024,-19603-25147,29:01:77:BE:6B:D3,-79
1578450972027,10000197,6C:EC:EB:1F:F6:76,-84
1578450972030,10000190,6C:EC:EB:1F:F6:26,-93
1578450972039,1546,7C:66:9D:7B:2B:9F,-68
1578450972052,10000196,6C:EC:EB:1F:F4:74,-58
1578450972060,1538,BC:6A:29:BE:2F:23,-82
1578450972062,10000191,6C:EC:EB:1F:F6:65,-93
1578450972100,10000198,6C:EC:EB:1F:FD:83,-75
1578450972107,0000,64:13:15:A0:68:C6,-76
1578450972113,-19603-25147,29:01:77:BE:6B:D3,-75
1578450972122,10000197,6C:EC:EB:1F:F6:76,-83
1578450972146,1546,7C:66:9D:7B:2B:9F,-70
1578450972156,10000196,6C:EC:EB:1F:F4:74,-59
1578450972166,280-10069,46:B8:5E:F5:BB:80,-76
1578450972168,1538,BC:6A:29:BE:2F:23,-82
1578450972174,10000191,6C:EC:EB:1F:F6:65,-85
1578450972188,10000199,6C:EC:EB:1F:F4:46,-77
1578450972205,10000198,6C:EC:EB:1F:FD:83,-73
1578450972222,10000197,6C:EC:EB:1F:F6:76,-79
1578450972233,-19603-25147,29:01:77:BE:6B:D3,-82
1578450972251,1546,7C:66:9D:7B:2B:9F,-68
1578450972257,10000196,6C:EC:EB:1F:F4:74,-64
1578450972275,10000191,6C:EC:EB:1F:F6:65,-81
1578450972283,0000,55:95:88:52:1E:44,-77
1578450972310,10000198,6C:EC:EB:1F:FD:83,-71
1578450972324,-19603-25147,29:01:77:BE:6B:D3,-84
1578450972326,10000197,6C:EC:EB:1F:F6:76,-85
1578450972334,10000190,6C:EC:EB:1F:F6:26,-92
1578450972354,280-10069,46:B8:5E:F5:BB:80,-76
1578450972362,10000196,6C:EC:EB:1F:F4:74,-60
1578450972375,0000,64:13:15:A0:68:C6,-78
1578450972379,1538,BC:6A:29:BE:2F:23,-80
