time,uuid,mac,rssi
1577755153537,10000195,6C:EC:EB:1F:F6:15,-82
1577755153556,0200,BC:6A:29:BE:2F:76,-91
1577755153559,10000191,6C:EC:EB:1F:F6:65,-94
1577755153588,1100,BC:6A:29:BE:31:57,-69
1577755153590,1105,7C:66:9D:7B:29:FA,-79
1577755153610,1541,7C:66:9D:7B:29:FB,-84
1577755153640,10000193,6C:EC:EB:1F:F6:55,-93
1577755153666,0200,BC:6A:29:BE:2F:76,-92
1577755153669,10000191,6C:EC:EB:1F:F6:65,-96
1577755153673,1100,BC:6A:29:BE:31:57,-72
1577755153683,1105,7C:66:9D:7B:29:FA,-80
1577755153698,1541,7C:66:9D:7B:29:FB,-82
1577755153734,10000198,6C:EC:EB:1F:FD:83,-94
1577755153749,10000193,6C:EC:EB:1F:F6:55,-92
1577755153753,10000195,6C:EC:EB:1F:F6:15,-80
1577755153755,0200,BC:6A:29:BE:2F:76,-91
1577755153763,0000,6C:EC:EB:1F:F6:65,-98
1577755153774,1100,BC:6A:29:BE:31:57,-73
1577755153806,1541,7C:66:9D:7B:29:FB,-80
1577755153821,1545,7C:66:9D:7B:2B:90,-81
1577755153849,10000193,6C:EC:EB:1F:F6:55,-87
1577755153852,10000195,6C:EC:EB:1F:F6:15,-77
1577755153863,10000191,6C:EC:EB:1F:F6:65,-94
1577755153884,10000102,6C:EC:EB:1F:FD:9B,-96
1577755153899,1105,7C:66:9D:7B:29:FA,-78
1577755153903,10000197,6C:EC:EB:1F:F6:76,-97
1577755153915,1541,7C:66:9D:7B:29:FB,-71
1577755153927,1545,7C:66:9D:7B:2B:90,-77
1577755153989,1100,BC:6A:29:BE:31:57,-65
1577755153997,1105,7C:66:9D:7B:29:FA,-86
1577755154014,1541,7C:66:9D:7B:29:FB,-64
1577755154036,1545,7C:66:9D:7B:2B:90,-73
1577755154040,1546,7C:66:9D:7B:2B:9F,-97
1577755154068,10000193,6C:EC:EB:1F:F6:55,-85
1577755154069,10000195,6C:EC:EB:1F:F6:15,-77
1577755154090,1100,BC:6A:29:BE:31:57,-62
1577755154096,1538,BC:6A:29:BE:2F:23,-90
1577755154119,0000,40:08:B9:8D:FC:FC,-89
1577755154121,1105,7C:66:9D:7B:29:FA,-81
1577755154121,1541,7C:66:9D:7B:29:FB,-66
1577755154176,0200,BC:6A:29:BE:2F:76,-92
1577755154187,10000190,6C:EC:EB:1F:F6:26,-90
1577755154203,1100,BC:6A:29:BE:31:57,-65
1577755154212,1105,7C:66:9D:7B:29:FA,-83
1577755154220,1541,7C:66:9D:7B:29:FB,-73
1577755154239,1545,7C:66:9D:7B:2B:90,-67
1577755154259,10000198,6C:EC:EB:1F:FD:83,-96
1577755154275,10000193,6C:EC:EB:1F:F6:55,-85
1577755154278,0200,BC:6A:29:BE:2F:76,-90
1577755154280,10000195,6C:EC:EB:1F:F6:15,-77
1577755154294,10000190,6C:EC:EB:1F:F6:26,-91
1577755154321,1541,7C:66:9D:7B:29:FB,-69
1577755154345,1545,7C:66:9D:7B:2B:90,-65
1577755154359,10000198,6C:EC:EB:1F:FD:83,-88
1577755154369,0000,40:08:B9:8D:FC:FC,-89
1577755154378,10000193,6C:EC:EB:1F:F6:55,-89
1577755154383,0200,BC:6A:29:BE:2F:76,-90
1577755154387,10000195,6C:EC:EB:1F:F6:15,-91
1577755154398,10000190,6C:EC:EB:1F:F6:26,-92
1577755154400,1100,BC:6A:29:BE:31:57,-66
1577755154424,1541,7C:66:9D:7B:29:FB,-65
1577755154426,1105,7C:66:9D:7B:29:FA,-80
1577755154456,1545,7C:66:9D:7B:2B:90,-74
1577755154464,10000198,6C:EC:EB:1F:FD:83,-89
1577755154484,10000193,6C:EC:EB:1F:F6:55,-87
1577755154506,1100,BC:6A:29:BE:31:57,-67
1577755154531,1541,7C:66:9D:7B:29:FB,-64
1577755154556,1545,7C:66:9D:7B:2B:90,-71
1577755154571,10000198,6C:EC:EB:1F:FD:83,-89
1577755154573,10000199,6C:EC:EB:1F:F4:46,-94
1577755154590,10000193,6C:EC:EB:1F:F6:55,-84
1577755154592,0200,BC:6A:29:BE:2F:76,-93
1577755154597,10000195,6C:EC:EB:1F:F6:15,-75
1577755154612,1100,BC:6A:29:BE:31:57,-66
1577755154618,10000194,6C:EC:EB:1F:F6:2D,-92
1577755154635,1541,7C:66:9D:7B:29:FB,-64
1577755154640,0000,40:08:B9:8D:FC:FC,-95
1577755154665,1545,7C:66:9D:7B:2B:90,-72
1577755154674,10000198,6C:EC:EB:1F:FD:83,-89
1577755154690,10000193,6C:EC:EB:1F:F6:55,-83
1577755154699,10000195,6C:EC:EB:1F:F6:15,-75
1577755154707,10000190,6C:EC:EB:1F:F6:26,-86
1577755154712,1100,BC:6A:29:BE:31:57,-66
1577755154722,10000194,6C:EC:EB:1F:F6:2D,-92
1577755154725,1538,BC:6A:29:BE:2F:23,-97
1577755154733,1541,7C:66:9D:7B:29:FB,-65
1577755154742,1105,7C:66:9D:7B:29:FA,-87
1577755154767,1545,7C:66:9D:7B:2B:90,-68
1577755154776,10000198,6C:EC:EB:1F:FD:83,-88
1577755154796,10000193,6C:EC:EB:1F:F6:55,-86
1577755154799,10000195,6C:EC:EB:1F:F6:15,-75
1577755154821,1100,BC:6A:29:BE:31:57,-65
1577755154843,1541,7C:66:9D:7B:29:FB,-64
1577755154878,1545,7C:66:9D:7B:2B:90,-72
1577755154906,10000195,6C:EC:EB:1F:F6:15,-76
1577755154915,10000190,6C:EC:EB:1F:F6:26,-89
1577755154924,1100,BC:6A:29:BE:31:57,-64
1577755154934,10000194,6C:EC:EB:1F:F6:2D,-94
1577755154986,1545,7C:66:9D:7B:2B:90,-70
1577755155000,10000193,6C:EC:EB:1F:F6:55,-85
1577755155009,10000195,6C:EC:EB:1F:F6:15,-77
1577755155019,0200,BC:6A:29:BE:2F:76,-92
1577755155021,10000190,6C:EC:EB:1F:F6:26,-90
1577755155031,1100,BC:6A:29:BE:31:57,-63
1577755155034,10000194,6C:EC:EB:1F:F6:2D,-95
1577755155059,1105,7C:66:9D:7B:29:FA,-82
1577755155061,1541,7C:66:9D:7B:29:FB,-65
1577755155096,1545,7C:66:9D:7B:2B:90,-74
1577755155105,10000193,6C:EC:EB:1F:F6:55,-84
1577755155119,10000195,6C:EC:EB:1F:F6:15,-77
1577755155125,10000190,6C:EC:EB:1F:F6:26,-94
1577755155136,1100,BC:6A:29:BE:31:57,-63
1577755155156,0000,4A:3A:31:5E:87:86,-93
1577755155180,1541,7C:66:9D:7B:29:FB,-64
1577755155183,1105,7C:66:9D:7B:29:FA,-82
1577755155187,0000,40:08:B9:8D:FC:FC,-91
1577755155197,1545,7C:66:9D:7B:2B:90,-72
1577755155214,10000193,6C:EC:EB:1F:F6:55,-84
1577755155228,10000195,6C:EC:EB:1F:F6:15,-77
1577755155238,1100,BC:6A:29:BE:31:57,-62
1577755155267,1541,7C:66:9D:7B:29:FB,-65
1577755155314,10000198,6C:EC:EB:1F:FD:83,-87
1577755155318,10000193,6C:EC:EB:1F:F6:55,-85
1577755155337,10000195,6C:EC:EB:1F:F6:15,-77
1577755155340,10000190,6C:EC:EB:1F:F6:26,-89
1577755155345,1100,BC:6A:29:BE:31:57,-63
1577755155372,1105,7C:66:9D:7B:29:FA,-81
1577755155379,1541,7C:66:9D:7B:29:FB,-64
1577755155411,1545,7C:66:9D:7B:2B:90,-69
1577755155443,10000195,6C:EC:EB:1F:F6:15,-76
1577755155448,1100,BC:6A:29:BE:31:57,-67
1577755155479,1541,7C:66:9D:7B:29:FB,-64
1577755155518,10000198,6C:EC:EB:1F:FD:83,-90
1577755155529,10000193,6C:EC:EB:1F:F6:55,-84
1577755155555,1100,BC:6A:29:BE:31:57,-68
1577755155576,0000,40:08:B9:8D:FC:FC,-94
1577755155587,1541,7C:66:9D:7B:29:FB,-65
1577755155620,10000198,6C:EC:EB:1F:FD:83,-89
1577755155625,1545,7C:66:9D:7B:2B:90,-71
1577755155634,10000193,6C:EC:EB:1F:F6:55,-85
1577755155646,10000195,6C:EC:EB:1F:F6:15,-76
1577755155655,1100,BC:6A:29:BE:31:57,-69
1577755155666,10000194,6C:EC:EB:1F:F6:2D,-95
1577755155689,1541,7C:66:9D:7B:29:FB,-65
1577755155692,1105,7C:66:9D:7B:29:FA,-78
1577755155702,0000,4A:3A:31:5E:87:86,-91
1577755155727,10000198,6C:EC:EB:1F:FD:83,-88
1577755155730,1545,7C:66:9D:7B:2B:90,-70
1577755155736,10000199,6C:EC:EB:1F:F4:46,-94
1577755155741,10000193,6C:EC:EB:1F:F6:55,-86
1577755155746,10000195,6C:EC:EB:1F:F6:15,-76
1577755155788,1541,7C:66:9D:7B:29:FB,-64
1577755155800,1105,7C:66:9D:7B:29:FA,-82
1577755155829,1545,7C:66:9D:7B:2B:90,-70
1577755155842,10000199,6C:EC:EB:1F:F4:46,-95
1577755155847,10000193,6C:EC:EB:1F:F6:55,-84
1577755155854,10000195,6C:EC:EB:1F:F6:15,-77
1577755155864,1100,BC:6A:29:BE:31:57,-66
1577755155870,0200,BC:6A:29:BE:2F:76,-93
1577755155890,1541,7C:66:9D:7B:29:FB,-65
1577755155904,1105,7C:66:9D:7B:29:FA,-82
1577755155939,10000198,6C:EC:EB:1F:FD:83,-89
1577755155943,1545,7C:66:9D:7B:2B:90,-71
1577755155955,10000195,6C:EC:EB:1F:F6:15,-77
1577755155969,1100,BC:6A:29:BE:31:57,-64
1577755155984,5365-2018,35:C4:70:67:13:2A,-99
1577755156024,1541,7C:66:9D:7B:29:FB,-65
1577755156028,1105,7C:66:9D:7B:29:FA,-79
1577755156040,10000198,6C:EC:EB:1F:FD:83,-87
1577755156042,1545,7C:66:9D:7B:2B:90,-70
1577755156051,0000,7C:17:C3:F7:C7:04,-99
1577755156078,10000195,6C:EC:EB:1F:F6:15,-77
1577755156080,1100,BC:6A:29:BE:31:57,-65
1577755156098,1541,7C:66:9D:7B:29:FB,-65
1577755156111,1105,7C:66:9D:7B:29:FA,-79
1577755156148,1545,7C:66:9D:7B:2B:90,-69
1577755156158,0000,4C:D4:CE:87:36:B9,-99
1577755156189,0200,BC:6A:29:BE:2F:76,-98
1577755156192,1100,BC:6A:29:BE:31:57,-64
1577755156194,10000194,6C:EC:EB:1F:F6:2D,-94
1577755156197,1541,7C:66:9D:7B:29:FB,-64
1577755156220,1105,7C:66:9D:7B:29:FA,-79
1577755156253,0000,4A:3A:31:5E:87:86,-91
1577755156258,1545,7C:66:9D:7B:2B:90,-71
1577755156269,10000195,6C:EC:EB:1F:F6:15,-76
1577755156291,1100,BC:6A:29:BE:31:57,-64
1577755156303,1541,7C:66:9D:7B:29:FB,-64
1577755156324,1105,7C:66:9D:7B:29:FA,-79
1577755156362,1545,7C:66:9D:7B:2B:90,-72
1577755156364,10000198,6C:EC:EB:1F:FD:83,-89
1577755156388,10000190,6C:EC:EB:1F:F6:26,-92
1577755156403,1100,BC:6A:29:BE:31:57,-65
1577755156410,1541,7C:66:9D:7B:29:FB,-64
1577755156432,1105,7C:66:9D:7B:29:FA,-78
1577755156459,1545,7C:66:9D:7B:2B:90,-72
