time,uuid,mac,rssi
1571967907447,1105,7C:66:9D:7B:29:FA,-85
1571967907451,10000192,6C:EC:EB:1F:F6:24,-85
1571967907463,10000191,6C:EC:EB:1F:F6:65,-88
1571967907465,1541,7C:66:9D:7B:29:FB,-80
1571967907486,1545,7C:66:9D:7B:2B:90,-67
1571967907500,10000197,6C:EC:EB:1F:F6:76,-90
1571967907514,10000195,6C:EC:EB:1F:F6:15,-84
1571967907531,10000194,6C:EC:EB:1F:F6:2D,-81
1571967907532,10000198,6C:EC:EB:1F:FD:83,-79
1571967907533,1100,BC:6A:29:BE:31:57,-82
1571967907550,1105,7C:66:9D:7B:29:FA,-85
1571967907553,1538,BC:6A:29:BE:2F:23,-81
1571967907566,1546,7C:66:9D:7B:2B:9F,-91
1571967907568,1541,7C:66:9D:7B:29:FB,-80
1571967907583,10000193,6C:EC:EB:1F:F6:55,-83
1571967907600,1545,7C:66:9D:7B:2B:90,-67
1571967907601,10000197,6C:EC:EB:1F:F6:76,-88
1571967907614,10000195,6C:EC:EB:1F:F6:15,-83
1571967907640,10000190,6C:EC:EB:1F:F6:26,-78
1571967907648,1105,7C:66:9D:7B:29:FA,-84
1571967907659,10000199,6C:EC:EB:1F:F4:46,-91
1571967907667,1546,7C:66:9D:7B:2B:9F,-90
1571967907676,1541,7C:66:9D:7B:29:FB,-88
1571967907683,10000193,6C:EC:EB:1F:F6:55,-82
1571967907690,1545,7C:66:9D:7B:2B:90,-66
1571967907696,2255532376,63:2A:9A:DA:2F:C3,-93
1571967907718,10000197,6C:EC:EB:1F:F6:76,-87
1571967907720,10000195,6C:EC:EB:1F:F6:15,-79
1571967907727,10000194,6C:EC:EB:1F:F6:2D,-85
1571967907775,1546,7C:66:9D:7B:2B:9F,-90
1571967907784,10000193,6C:EC:EB:1F:F6:55,-87
1571967907785,1541,7C:66:9D:7B:29:FB,-86
1571967907795,2255532376,63:2A:9A:DA:2F:C3,-91
1571967907797,1545,7C:66:9D:7B:2B:90,-66
1571967907809,10000197,6C:EC:EB:1F:F6:76,-90
1571967907815,10000195,6C:EC:EB:1F:F6:15,-78
1571967907836,10000198,6C:EC:EB:1F:FD:83,-81
1571967907842,1100,BC:6A:29:BE:31:57,-75
1571967907850,10000190,6C:EC:EB:1F:F6:26,-79
1571967907865,10000199,6C:EC:EB:1F:F4:46,-90
1571967907868,1105,7C:66:9D:7B:29:FA,-86
1571967907894,10000193,6C:EC:EB:1F:F6:55,-93
1571967907896,1541,7C:66:9D:7B:29:FB,-82
1571967907897,2255532376,63:2A:9A:DA:2F:C3,-91
1571967907903,1545,7C:66:9D:7B:2B:90,-65
1571967907914,10000197,6C:EC:EB:1F:F6:76,-92
1571967907918,10000195,6C:EC:EB:1F:F6:15,-78
1571967907937,10000194,6C:EC:EB:1F:F6:2D,-84
1571967907941,10000198,6C:EC:EB:1F:FD:83,-80
1571967907971,1105,7C:66:9D:7B:29:FA,-89
1571967908002,1541,7C:66:9D:7B:29:FB,-83
1571967908004,1545,7C:66:9D:7B:2B:90,-65
1571967908007,2255532376,63:2A:9A:DA:2F:C3,-93
1571967908019,10000195,6C:EC:EB:1F:F6:15,-79
1571967908057,1100,BC:6A:29:BE:31:57,-75
1571967908059,10000190,6C:EC:EB:1F:F6:26,-75
1571967908093,10000193,6C:EC:EB:1F:F6:55,-86
1571967908104,1541,7C:66:9D:7B:29:FB,-78
1571967908109,1545,7C:66:9D:7B:2B:90,-64
1571967908119,10000195,6C:EC:EB:1F:F6:15,-82
1571967908127,10000197,6C:EC:EB:1F:F6:76,-87
1571967908141,10000102,6C:EC:EB:1F:FD:9B,-92
1571967908155,10000198,6C:EC:EB:1F:FD:83,-76
1571967908159,1100,BC:6A:29:BE:31:57,-76
1571967908166,10000190,6C:EC:EB:1F:F6:26,-75
1571967908173,1105,7C:66:9D:7B:29:FA,-88
1571967908179,10000199,6C:EC:EB:1F:F4:46,-88
1571967908209,1541,7C:66:9D:7B:29:FB,-76
1571967908215,1545,7C:66:9D:7B:2B:90,-64
1571967908218,10000195,6C:EC:EB:1F:F6:15,-85
1571967908234,10000197,6C:EC:EB:1F:F6:76,-88
1571967908237,0000,68:4C:60:F6:00:5B,-82
1571967908251,10000102,6C:EC:EB:1F:FD:9B,-94
1571967908255,10000198,6C:EC:EB:1F:FD:83,-75
1571967908260,1100,BC:6A:29:BE:31:57,-76
1571967908269,-26353-18021,0C:2B:F7:B2:29:57,-99
1571967908284,10000190,6C:EC:EB:1F:F6:26,-74
1571967908286,10000199,6C:EC:EB:1F:F4:46,-89
1571967908298,0101,BC:14:EF:7B:03:3C,-77
1571967908318,10000191,6C:EC:EB:1F:F6:65,-88
1571967908327,10000195,6C:EC:EB:1F:F6:15,-84
1571967908337,2255532376,63:2A:9A:DA:2F:C3,-92
1571967908340,10000197,6C:EC:EB:1F:F6:76,-91
1571967908358,0000,68:24:3F:89:04:56,-76
1571967908368,10000194,6C:EC:EB:1F:F6:2D,-93
1571967908375,10000190,6C:EC:EB:1F:F6:26,-75
1571967908383,1105,7C:66:9D:7B:29:FA,-88
1571967908390,10000199,6C:EC:EB:1F:F4:46,-89
1571967908396,10000192,6C:EC:EB:1F:F6:24,-84
1571967908401,1538,BC:6A:29:BE:2F:23,-78
1571967908403,10000193,6C:EC:EB:1F:F6:55,-85
1571967908406,10000191,6C:EC:EB:1F:F6:65,-88
1571967908421,1545,7C:66:9D:7B:2B:90,-64
1571967908425,1541,7C:66:9D:7B:29:FB,-77
1571967908428,2255532376,63:2A:9A:DA:2F:C3,-91
1571967908430,10000195,6C:EC:EB:1F:F6:15,-84
1571967908447,10000197,6C:EC:EB:1F:F6:76,-86
1571967908471,10000198,6C:EC:EB:1F:FD:83,-76
1571967908480,10000190,6C:EC:EB:1F:F6:26,-75
1571967908486,1105,7C:66:9D:7B:29:FA,-88
1571967908491,10000199,6C:EC:EB:1F:F4:46,-90
1571967908501,1538,BC:6A:29:BE:2F:23,-79
1571967908528,1545,7C:66:9D:7B:2B:90,-64
1571967908529,2255532376,63:2A:9A:DA:2F:C3,-94
1571967908531,10000195,6C:EC:EB:1F:F6:15,-82
1571967908534,1541,7C:66:9D:7B:29:FB,-79
1571967908547,10000197,6C:EC:EB:1F:F6:76,-86
1571967908571,10000194,6C:EC:EB:1F:F6:2D,-86
1571967908575,1100,BC:6A:29:BE:31:57,-75
1571967908580,10000198,6C:EC:EB:1F:FD:83,-80
1571967908588,10000190,6C:EC:EB:1F:F6:26,-75
1571967908593,10000199,6C:EC:EB:1F:F4:46,-90
1571967908604,1538,BC:6A:29:BE:2F:23,-85
1571967908609,10000192,6C:EC:EB:1F:F6:24,-84
1571967908613,10000193,6C:EC:EB:1F:F6:55,-89
1571967908627,0000,68:24:3F:89:04:56,-80
1571967908638,1541,7C:66:9D:7B:29:FB,-85
1571967908655,10000197,6C:EC:EB:1F:F6:76,-86
1571967908676,10000194,6C:EC:EB:1F:F6:2D,-82
1571967908688,1105,7C:66:9D:7B:29:FA,-93
1571967908689,10000190,6C:EC:EB:1F:F6:26,-75
1571967908701,10000199,6C:EC:EB:1F:F4:46,-92
1571967908710,1538,BC:6A:29:BE:2F:23,-83
1571967908712,10000192,6C:EC:EB:1F:F6:24,-84
