1577169450864,10000196,6C:EC:EB:1F:F4:74,-66
1577169450878,1538,BC:6A:29:BE:2F:23,-87
1577169450899,1546,7C:66:9D:7B:2B:9F,-88
1577169450917,1541,7C:66:9D:7B:29:FB,-96
1577169450950,10000199,6C:EC:EB:1F:F4:46,-74
1577169450964,10000196,6C:EC:EB:1F:F4:74,-64
1577169450985,10000190,6C:EC:EB:1F:F6:26,-92
1577169450987,10000191,6C:EC:EB:1F:F6:65,-93
1577169450989,1538,BC:6A:29:BE:2F:23,-90
1577169451001,1546,7C:66:9D:7B:2B:9F,-89
1577169451051,10000199,6C:EC:EB:1F:F4:46,-77
1577169451072,10000196,6C:EC:EB:1F:F4:74,-68
1577169451082,10000197,6C:EC:EB:1F:F6:76,-89
1577169451099,1538,BC:6A:29:BE:2F:23,-93
1577169451108,1546,7C:66:9D:7B:2B:9F,-84
1577169451134,10000198,6C:EC:EB:1F:FD:83,-80
1577169451158,10000199,6C:EC:EB:1F:F4:46,-75
1577169451193,10000196,6C:EC:EB:1F:F4:74,-68
1577169451194,10000197,6C:EC:EB:1F:F6:76,-86
1577169451194,10000190,6C:EC:EB:1F:F6:26,-98
1577169451203,1538,BC:6A:29:BE:2F:23,-89
1577169451209,1546,7C:66:9D:7B:2B:9F,-86
1577169451225,10000192,6C:EC:EB:1F:F6:24,-95
1577169451238,10000198,6C:EC:EB:1F:FD:83,-84
1577169451282,10000196,6C:EC:EB:1F:F4:74,-67
1577169451308,1538,BC:6A:29:BE:2F:23,-86
1577169451319,1546,7C:66:9D:7B:2B:9F,-88
1577169451325,10000192,6C:EC:EB:1F:F6:24,-93
1577169451346,10000198,6C:EC:EB:1F:FD:83,-93
1577169451372,10000199,6C:EC:EB:1F:F4:46,-80
1577169451392,10000196,6C:EC:EB:1F:F4:74,-64
1577169451409,1538,BC:6A:29:BE:2F:23,-88
1577169451426,0000,5A:11:17:C3:D8:8C,-69
1577169451475,10000199,6C:EC:EB:1F:F4:46,-83
1577169451496,10000196,6C:EC:EB:1F:F4:74,-70
1577169451500,10000197,6C:EC:EB:1F:F6:76,-93
1577169451512,1538,BC:6A:29:BE:2F:23,-88
1577169451565,1545,7C:66:9D:7B:2B:90,-87
1577169451582,10000199,6C:EC:EB:1F:F4:46,-80
1577169451599,10000196,6C:EC:EB:1F:F4:74,-72
1577169451609,10000197,6C:EC:EB:1F:F6:76,-79
1577169451665,1545,7C:66:9D:7B:2B:90,-90
1577169451675,10000199,6C:EC:EB:1F:F4:46,-76
1577169451699,0000,5A:11:17:C3:D8:8C,-73
1577169451709,10000190,6C:EC:EB:1F:F6:26,-93
1577169451712,10000197,6C:EC:EB:1F:F6:76,-85
1577169451732,1546,7C:66:9D:7B:2B:9F,-79
1577169451748,10000192,6C:EC:EB:1F:F6:24,-80
1577169451771,10000198,6C:EC:EB:1F:FD:83,-69
1577169451779,10000199,6C:EC:EB:1F:F4:46,-67
1577169451809,10000196,6C:EC:EB:1F:F4:74,-62
1577169451821,10000197,6C:EC:EB:1F:F6:76,-78
1577169451832,1546,7C:66:9D:7B:2B:9F,-80
1577169451877,10000198,6C:EC:EB:1F:FD:83,-69
1577169451888,10000199,6C:EC:EB:1F:F4:46,-67
1577169451910,10000196,6C:EC:EB:1F:F4:74,-62
1577169451921,1538,BC:6A:29:BE:2F:23,-79
1577169451929,10000197,6C:EC:EB:1F:F6:76,-76
1577169451935,1546,7C:66:9D:7B:2B:9F,-81
1577169451955,10000192,6C:EC:EB:1F:F6:24,-84
1577169451995,10000199,6C:EC:EB:1F:F4:46,-66
1577169452014,10000196,6C:EC:EB:1F:F4:74,-63
1577169452031,1538,BC:6A:29:BE:2F:23,-81
1577169452036,10000197,6C:EC:EB:1F:F6:76,-75
1577169452044,1546,7C:66:9D:7B:2B:9F,-83
1577169452055,10000192,6C:EC:EB:1F:F6:24,-88
1577169452086,10000198,6C:EC:EB:1F:FD:83,-71
1577169452093,1541,7C:66:9D:7B:29:FB,-88
1577169452094,10000199,6C:EC:EB:1F:F4:46,-66
1577169452121,10000196,6C:EC:EB:1F:F4:74,-62
1577169452136,1538,BC:6A:29:BE:2F:23,-80
1577169452140,10000197,6C:EC:EB:1F:F6:76,-77
1577169452145,10000191,6C:EC:EB:1F:F6:65,-82
1577169452151,1546,7C:66:9D:7B:2B:9F,-86
1577169452156,10000192,6C:EC:EB:1F:F6:24,-89
1577169452197,10000198,6C:EC:EB:1F:FD:83,-70
1577169452200,10000199,6C:EC:EB:1F:F4:46,-68
1577169452202,1541,7C:66:9D:7B:29:FB,-89
1577169452224,10000196,6C:EC:EB:1F:F4:74,-62
1577169452239,1538,BC:6A:29:BE:2F:23,-82
1577169452258,1546,7C:66:9D:7B:2B:9F,-81
1577169452268,10000192,6C:EC:EB:1F:F6:24,-88
1577169452288,10000198,6C:EC:EB:1F:FD:83,-70
1577169452302,10000199,6C:EC:EB:1F:F4:46,-66
1577169452328,10000196,6C:EC:EB:1F:F4:74,-62
1577169452401,10000198,6C:EC:EB:1F:FD:83,-69
1577169452405,10000199,6C:EC:EB:1F:F4:46,-67
1577169452428,10000196,6C:EC:EB:1F:F4:74,-62
1577169452455,10000191,6C:EC:EB:1F:F6:65,-81
1577169452465,10000197,6C:EC:EB:1F:F6:76,-76
1577169452478,1546,7C:66:9D:7B:2B:9F,-79
1577169452524,0000,5A:11:17:C3:D8:8C,-73
1577169452534,10000196,6C:EC:EB:1F:F4:74,-64
1577169452558,1538,BC:6A:29:BE:2F:23,-80
1577169452561,10000191,6C:EC:EB:1F:F6:65,-82
1577169452570,10000197,6C:EC:EB:1F:F6:76,-74
1577169452584,1546,7C:66:9D:7B:2B:9F,-79
1577169452612,10000198,6C:EC:EB:1F:FD:83,-70
1577169452615,10000199,6C:EC:EB:1F:F4:46,-66
1577169452638,10000196,6C:EC:EB:1F:F4:74,-63
