1578450994587,10000198,6C:EC:EB:1F:FD:83,-76
1578450994596,1541,7C:66:9D:7B:29:FB,-97
1578450994615,0000,55:95:88:52:1E:44,-72
1578450994632,10000191,6C:EC:EB:1F:F6:65,-82
1578450994694,0000,64:13:15:A0:68:C6,-89
1578450994709,10000198,6C:EC:EB:1F:FD:83,-80
1578450994711,1541,7C:66:9D:7B:29:FB,-95
1578450994712,10000196,6C:EC:EB:1F:F4:74,-69
1578450994713,1546,7C:66:9D:7B:2B:9F,-74
1578450994747,1538,BC:6A:29:BE:2F:23,-80
1578450994767,10000197,6C:EC:EB:1F:F6:76,-82
1578450994798,10000198,6C:EC:EB:1F:FD:83,-74
1578450994799,1541,7C:66:9D:7B:29:FB,-94
1578450994805,-19603-25147,29:01:77:BE:6B:D3,-74
1578450994819,1546,7C:66:9D:7B:2B:9F,-81
1578450994824,10000191,6C:EC:EB:1F:F6:65,-79
1578450994832,10000199,6C:EC:EB:1F:F4:46,-82
1578450994851,0000,7E:BA:77:77:B9:4F,-74
1578450994855,1538,BC:6A:29:BE:2F:23,-83
1578450994886,0000,55:95:88:52:1E:44,-68
1578450994915,-19603-25147,29:01:77:BE:6B:D3,-74
1578450994919,10000196,6C:EC:EB:1F:F4:74,-80
1578450994927,1546,7C:66:9D:7B:2B:9F,-92
1578450994938,10000199,6C:EC:EB:1F:F4:46,-83
1578450994957,1538,BC:6A:29:BE:2F:23,-93
1578450994960,0000,64:13:15:A0:68:C6,-86
1578450994977,10000197,6C:EC:EB:1F:F6:76,-84
1578450995006,10000198,6C:EC:EB:1F:FD:83,-79
1578450995017,-19603-25147,29:01:77:BE:6B:D3,-81
1578450995030,1546,7C:66:9D:7B:2B:9F,-85
1578450995041,10000199,6C:EC:EB:1F:F4:46,-76
1578450995060,1538,BC:6A:29:BE:2F:23,-79
1578450995085,10000197,6C:EC:EB:1F:F6:76,-78
1578450995115,10000198,6C:EC:EB:1F:FD:83,-74
1578450995118,0000,7E:BA:77:77:B9:4F,-76
1578450995122,-19603-25147,29:01:77:BE:6B:D3,-77
1578450995125,10000196,6C:EC:EB:1F:F4:74,-69
1578450995135,1546,7C:66:9D:7B:2B:9F,-81
1578450995140,10000199,6C:EC:EB:1F:F4:46,-73
1578450995146,10000191,6C:EC:EB:1F:F6:65,-78
1578450995222,10000198,6C:EC:EB:1F:FD:83,-70
1578450995227,10000196,6C:EC:EB:1F:F4:74,-69
1578450995228,-19603-25147,29:01:77:BE:6B:D3,-95
1578450995244,1546,7C:66:9D:7B:2B:9F,-75
1578450995249,10000199,6C:EC:EB:1F:F4:46,-82
1578450995252,10000191,6C:EC:EB:1F:F6:65,-91
1578450995278,1538,BC:6A:29:BE:2F:23,-80
1578450995285,1545,7C:66:9D:7B:2B:90,-89
1578450995322,10000198,6C:EC:EB:1F:FD:83,-76
1578450995330,-19603-25147,29:01:77:BE:6B:D3,-76
1578450995350,1546,7C:66:9D:7B:2B:9F,-94
1578450995361,10000191,6C:EC:EB:1F:F6:65,-80
1578450995414,10000192,6C:EC:EB:1F:F6:24,-95
1578450995435,10000198,6C:EC:EB:1F:FD:83,-66
1578450995437,0000,46:B8:5E:F5:BB:80,-76
1578450995451,-19603-25147,29:01:77:BE:6B:D3,-77
1578450995456,10000199,6C:EC:EB:1F:F4:46,-80
1578450995457,1546,7C:66:9D:7B:2B:9F,-82
1578450995493,1545,7C:66:9D:7B:2B:90,-88
1578450995505,0000,64:13:15:A0:68:C6,-89
1578450995535,10000198,6C:EC:EB:1F:FD:83,-76
1578450995582,10000191,6C:EC:EB:1F:F6:65,-82
1578450995593,1538,BC:6A:29:BE:2F:23,-82
1578450995611,10000197,6C:EC:EB:1F:F6:76,-80
1578450995621,10000192,6C:EC:EB:1F:F6:24,-78
1578450995634,10000198,6C:EC:EB:1F:FD:83,-72
1578450995642,10000196,6C:EC:EB:1F:F4:74,-82
1578450995647,-19603-25147,29:01:77:BE:6B:D3,-74
1578450995673,10000190,6C:EC:EB:1F:F6:26,-83
1578450995699,1538,BC:6A:29:BE:2F:23,-92
1578450995700,0000,55:95:88:52:1E:44,-70
1578450995706,0000,46:B8:5E:F5:BB:80,-76
1578450995730,10000192,6C:EC:EB:1F:F6:24,-81
1578450995741,10000198,6C:EC:EB:1F:FD:83,-78
1578450995746,10000196,6C:EC:EB:1F:F4:74,-70
1578450995754,-19603-25147,29:01:77:BE:6B:D3,-73
1578450995770,10000199,6C:EC:EB:1F:F4:46,-82
1578450995781,1546,7C:66:9D:7B:2B:9F,-76
1578450995798,1538,BC:6A:29:BE:2F:23,-82
1578450995818,10000197,6C:EC:EB:1F:F6:76,-80
1578450995851,10000198,6C:EC:EB:1F:FD:83,-73
1578450995857,-19603-25147,29:01:77:BE:6B:D3,-81
1578450995883,1546,7C:66:9D:7B:2B:9F,-76
1578450995895,10000191,6C:EC:EB:1F:F6:65,-76
1578450995922,10000197,6C:EC:EB:1F:F6:76,-85
1578450995931,10000192,6C:EC:EB:1F:F6:24,-93
1578450995933,0000,7E:BA:77:77:B9:4F,-94
1578450995952,10000198,6C:EC:EB:1F:FD:83,-72
1578450995962,-19603-25147,29:01:77:BE:6B:D3,-76
1578450995989,1546,7C:66:9D:7B:2B:9F,-77
1578450996004,10000191,6C:EC:EB:1F:F6:65,-75
1578450996010,1538,BC:6A:29:BE:2F:23,-90
1578450996030,10000197,6C:EC:EB:1F:F6:76,-80
1578450996061,10000198,6C:EC:EB:1F:FD:83,-77
1578450996067,-19603-25147,29:01:77:BE:6B:D3,-72
1578450996086,10000199,6C:EC:EB:1F:F4:46,-77
1578450996112,1538,BC:6A:29:BE:2F:23,-82
1578450996137,10000192,6C:EC:EB:1F:F6:24,-94
1578450996193,10000199,6C:EC:EB:1F:F4:46,-80
1578450996196,1546,7C:66:9D:7B:2B:9F,-76
1578450996205,0000,7E:BA:77:77:B9:4F,-89
1578450996211,1538,BC:6A:29:BE:2F:23,-82
1578450996239,1545,7C:66:9D:7B:2B:90,-89
1578450996244,10000197,6C:EC:EB:1F:F6:76,-77
1578450996250,0000,55:95:88:52:1E:44,-72
1578450996259,0000,46:B8:5E:F5:BB:80,-79
1578450996273,1541,7C:66:9D:7B:29:FB,-97
