error_distance,point_reference_tag
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
1.1036887954723062,4
