time,uuid,mac,rssi
1577168492845,200,BC:6A:29:BE:2F:76,-73
1577168492872,1105,7C:66:9D:7B:29:FA,-75
1577168492904,18271,7C:66:9D:7B:2D:4A,-58
1577168492944,200,BC:6A:29:BE:2F:76,-72
1577168492977,1105,7C:66:9D:7B:29:FA,-76
1577168492992,0,44:A7:F8:99:03:96,-70
1577168493010,18271,7C:66:9D:7B:2D:4A,-62
1577168493050,200,BC:6A:29:BE:2F:76,-76
1577168493079,1105,7C:66:9D:7B:29:FA,-76
1577168493109,18271,7C:66:9D:7B:2D:4A,-61
1577168493154,200,BC:6A:29:BE:2F:76,-69
1577168493186,1105,7C:66:9D:7B:29:FA,-81
1577168493269,0,44:A7:F8:99:03:96,-66
1577168493291,1105,7C:66:9D:7B:29:FA,-73
1577168493327,18271,7C:66:9D:7B:2D:4A,-58
1577168493373,200,BC:6A:29:BE:2F:76,-80
1577168493406,1105,7C:66:9D:7B:29:FA,-74
1577168493432,18271,7C:66:9D:7B:2D:4A,-64
1577168493479,200,BC:6A:29:BE:2F:76,-76
1577168493527,1105,7C:66:9D:7B:29:FA,-73
1577168493541,18271,7C:66:9D:7B:2D:4A,-71
1577168493545,0,44:A7:F8:99:03:96,-69
1577168493586,200,BC:6A:29:BE:2F:76,-73
1577168493607,1105,7C:66:9D:7B:29:FA,-72
1577168493641,18271,7C:66:9D:7B:2D:4A,-62
1577168493689,200,BC:6A:29:BE:2F:76,-71
1577168493707,1105,7C:66:9D:7B:29:FA,-72
1577168493751,18271,7C:66:9D:7B:2D:4A,-74
1577168493789,200,BC:6A:29:BE:2F:76,-71
1577168493817,1105,7C:66:9D:7B:29:FA,-72
1577168493859,18271,7C:66:9D:7B:2D:4A,-63
1577168493909,200,BC:6A:29:BE:2F:76,-72
1577168493925,1105,7C:66:9D:7B:29:FA,-74
1577168493969,18271,7C:66:9D:7B:2D:4A,-68
1577168494003,200,BC:6A:29:BE:2F:76,-73
1577168494025,1105,7C:66:9D:7B:29:FA,-70
1577168494073,18271,7C:66:9D:7B:2D:4A,-72
1577168494089,0,44:A7:F8:99:03:96,-59
1577168494109,200,BC:6A:29:BE:2F:76,-76
1577168494135,1105,7C:66:9D:7B:29:FA,-75
1577168494180,18271,7C:66:9D:7B:2D:4A,-65
1577168494209,200,BC:6A:29:BE:2F:76,-78
1577168494238,1105,7C:66:9D:7B:29:FA,-71
1577168494280,18271,7C:66:9D:7B:2D:4A,-65
1577168494310,200,BC:6A:29:BE:2F:76,-71
1577168494364,0,44:A7:F8:99:03:96,-60
1577168494384,18271,7C:66:9D:7B:2D:4A,-66
1577168494411,200,BC:6A:29:BE:2F:76,-72
1577168494446,1105,7C:66:9D:7B:29:FA,-78
1577168494521,200,BC:6A:29:BE:2F:76,-73
1577168494554,1105,7C:66:9D:7B:29:FA,-76
1577168494627,200,BC:6A:29:BE:2F:76,-69
1577168494641,0,44:A7:F8:99:03:96,-67
1577168494662,1105,7C:66:9D:7B:29:FA,-77
1577168494698,18271,7C:66:9D:7B:2D:4A,-62
1577168494735,200,BC:6A:29:BE:2F:76,-80
1577168494763,1105,7C:66:9D:7B:29:FA,-75
1577168494803,18271,7C:66:9D:7B:2D:4A,-70
1577168494840,200,BC:6A:29:BE:2F:76,-87
1577168494872,1105,7C:66:9D:7B:29:FA,-78
1577168494905,18271,7C:66:9D:7B:2D:4A,-66
1577168494913,0,44:A7:F8:99:03:96,-66
1577168494947,200,BC:6A:29:BE:2F:76,-74
1577168494978,1105,7C:66:9D:7B:29:FA,-77
1577168495008,18271,7C:66:9D:7B:2D:4A,-64
1577168495057,200,BC:6A:29:BE:2F:76,-73
1577168495085,1105,7C:66:9D:7B:29:FA,-82
1577168495119,18271,7C:66:9D:7B:2D:4A,-64
1577168495162,200,BC:6A:29:BE:2F:76,-79
1577168495195,0,44:A7:F8:99:03:96,-67
1577168495218,18271,7C:66:9D:7B:2D:4A,-64
1577168495271,200,BC:6A:29:BE:2F:76,-71
1577168495292,1105,7C:66:9D:7B:29:FA,-75
1577168495326,18271,7C:66:9D:7B:2D:4A,-65
1577168495376,200,BC:6A:29:BE:2F:76,-72
1577168495392,1105,7C:66:9D:7B:29:FA,-74
1577168495467,0,44:A7:F8:99:03:96,-65
1577168495476,200,BC:6A:29:BE:2F:76,-69
1577168495593,1105,7C:66:9D:7B:29:FA,-78
1577168495738,0,44:A7:F8:99:03:96,-69
1577168495908,1105,7C:66:9D:7B:29:FA,-77
1577168495911,200,BC:6A:29:BE:2F:76,-76
1577168496015,0,44:A7:F8:99:03:96,-66
1577168496018,1105,7C:66:9D:7B:29:FA,-77
1577168496021,200,BC:6A:29:BE:2F:76,-72
1577168496053,18271,7C:66:9D:7B:2D:4A,-66
1577168496119,1105,7C:66:9D:7B:29:FA,-76
1577168496122,200,BC:6A:29:BE:2F:76,-73
1577168496155,18271,7C:66:9D:7B:2D:4A,-66
1577168496222,1105,7C:66:9D:7B:29:FA,-77
1577168496225,200,BC:6A:29:BE:2F:76,-74
1577168496258,18271,7C:66:9D:7B:2D:4A,-67
1577168496292,0,44:A7:F8:99:03:96,-65
1577168496362,18271,7C:66:9D:7B:2D:4A,-67
1577168496426,1105,7C:66:9D:7B:29:FA,-79
1577168496430,200,BC:6A:29:BE:2F:76,-72
1577168496472,18271,7C:66:9D:7B:2D:4A,-66
1577168496526,1105,7C:66:9D:7B:29:FA,-80
1577168496567,0,44:A7:F8:99:03:96,-66
1577168496637,1105,7C:66:9D:7B:29:FA,-81
1577168496674,18271,7C:66:9D:7B:2D:4A,-67
1577168496740,1105,7C:66:9D:7B:29:FA,-81
1577168496743,200,BC:6A:29:BE:2F:76,-77
1577168496775,18271,7C:66:9D:7B:2D:4A,-67
1577168496849,200,BC:6A:29:BE:2F:76,-77
1577168496876,18271,7C:66:9D:7B:2D:4A,-67
1577168496952,1105,7C:66:9D:7B:29:FA,-79
1577168496956,200,BC:6A:29:BE:2F:76,-79
1577168496986,18271,7C:66:9D:7B:2D:4A,-64
1577168497088,18271,7C:66:9D:7B:2D:4A,-64
1577168497157,1105,7C:66:9D:7B:29:FA,-78
1577168497163,200,BC:6A:29:BE:2F:76,-78
1577168497188,18271,7C:66:9D:7B:2D:4A,-64
1577168497265,1105,7C:66:9D:7B:29:FA,-78
1577168497269,200,BC:6A:29:BE:2F:76,-78
1577168497293,18271,7C:66:9D:7B:2D:4A,-64
1577168497373,1105,7C:66:9D:7B:29:FA,-78
1577168497376,0,44:A7:F8:99:03:96,-64
1577168497408,18271,7C:66:9D:7B:2D:4A,-64
1577168497476,1105,7C:66:9D:7B:29:FA,-78
1577168497485,200,BC:6A:29:BE:2F:76,-78
1577168497508,18271,7C:66:9D:7B:2D:4A,-63
1577168497594,200,BC:6A:29:BE:2F:76,-76
1577168497613,18271,7C:66:9D:7B:2D:4A,-63
1577168497653,0,44:A7:F8:99:03:96,-71
1577168497684,1105,7C:66:9D:7B:29:FA,-81
1577168497698,200,BC:6A:29:BE:2F:76,-74
1577168497716,18271,7C:66:9D:7B:2D:4A,-63
1577168497793,1105,7C:66:9D:7B:29:FA,-83
1577168497801,200,BC:6A:29:BE:2F:76,-76
1577168497819,18271,7C:66:9D:7B:2D:4A,-63
1577168497910,1105,7C:66:9D:7B:29:FA,-85
1577168497911,200,BC:6A:29:BE:2F:76,-74
1577168497925,0,44:A7:F8:99:03:96,-73
1577168497927,18271,7C:66:9D:7B:2D:4A,-63
1577168498006,1105,7C:66:9D:7B:29:FA,-92
1577168498010,200,BC:6A:29:BE:2F:76,-72
1577168498034,18271,7C:66:9D:7B:2D:4A,-62
1577168498112,200,BC:6A:29:BE:2F:76,-72
1577168498116,1105,7C:66:9D:7B:29:FA,-86
