1572227087543,0000,69:C9:11:58:0F:76,-71
1572227087547,0000,6C:30:40:5F:BC:CE,-80
1572227087548,10000199,6C:EC:EB:1F:F4:46,-87
1572227087562,0000,6C:30:40:5F:BC:CE,-78
1572227087566,1545,7C:66:9D:7B:2B:90,-70
1572227087573,10000191,6C:EC:EB:1F:F6:65,-86
1572227087590,10000192,6C:EC:EB:1F:F6:24,-60
1572227087593,1100,BC:6A:29:BE:31:57,-88
1572227087608,10000198,6C:EC:EB:1F:FD:83,-52
1572227087610,1538,BC:6A:29:BE:2F:23,-67
1572227087613,1546,7C:66:9D:7B:2B:9F,-80
1572227087624,10000190,6C:EC:EB:1F:F6:26,-70
1572227087641,0000,6C:30:40:5F:BC:CE,-80
1572227087653,10000199,6C:EC:EB:1F:F4:46,-86
1572227087661,0000,6C:30:40:5F:BC:CE,-79
1572227087671,0000,66:99:FD:58:45:3A,-66
1572227087676,1545,7C:66:9D:7B:2B:90,-69
1572227087680,0101,BC:14:EF:7B:03:3C,-50
1572227087690,0000,42:26:CC:E5:07:E9,-68
1572227087691,10000192,6C:EC:EB:1F:F6:24,-56
1572227087692,10000197,6C:EC:EB:1F:F6:76,-74
1572227087693,0000,6C:30:40:5F:BC:CE,-78
1572227087707,0000,4D:AA:5B:09:AA:17,-75
1572227087708,10000198,6C:EC:EB:1F:FD:83,-56
1572227087709,1538,BC:6A:29:BE:2F:23,-63
1572227087724,1546,7C:66:9D:7B:2B:9F,-77
1572227087725,10000190,6C:EC:EB:1F:F6:26,-69
1572227087725,0000,6C:30:40:5F:BC:CE,-79
1572227087751,0000,6C:30:40:5F:BC:CE,-82
1572227087755,10000199,6C:EC:EB:1F:F4:46,-75
1572227087766,10000195,6C:EC:EB:1F:F6:15,-89
1572227087779,1545,7C:66:9D:7B:2B:90,-72
1572227087784,10000193,6C:EC:EB:1F:F6:55,-86
1572227087808,10000192,6C:EC:EB:1F:F6:24,-62
1572227087813,10000196,6C:EC:EB:1F:F4:74,-89
1572227087815,10000198,6C:EC:EB:1F:FD:83,-52
1572227087817,0000,6C:30:40:5F:BC:CE,-82
1572227087818,1546,7C:66:9D:7B:2B:9F,-88
1572227087825,10000190,6C:EC:EB:1F:F6:26,-69
1572227087856,10000199,6C:EC:EB:1F:F4:46,-82
1572227087898,10000192,6C:EC:EB:1F:F6:24,-66
1572227087901,10000197,6C:EC:EB:1F:F6:76,-76
1572227087905,1100,BC:6A:29:BE:31:57,-92
1572227087913,10000198,6C:EC:EB:1F:FD:83,-52
1572227087916,1546,7C:66:9D:7B:2B:9F,-89
1572227087922,10000190,6C:EC:EB:1F:F6:26,-70
1572227087926,1541,7C:66:9D:7B:29:FB,-82
1572227087941,0000,6C:30:40:5F:BC:CE,-85
1572227087942,0000,66:99:FD:58:45:3A,-72
1572227087943,-2439912169,78:83:FE:26:4B:43,-89
1572227087958,0000,42:26:CC:E5:07:E9,-74
1572227087959,10000199,6C:EC:EB:1F:F4:46,-87
1572227087990,1545,7C:66:9D:7B:2B:90,-80
1572227088005,0000,6C:30:40:5F:BC:CE,-89
1572227088015,10000198,6C:EC:EB:1F:FD:83,-52
1572227088038,0000,6C:30:40:5F:BC:CE,-88
1572227088067,10000199,6C:EC:EB:1F:F4:46,-79
1572227088069,0000,69:C9:11:58:0F:76,-62
1572227088093,1545,7C:66:9D:7B:2B:90,-79
1572227088100,0000,6C:30:40:5F:BC:CE,-85
1572227088108,10000192,6C:EC:EB:1F:F6:24,-74
1572227088118,10000198,6C:EC:EB:1F:FD:83,-57
1572227088127,1546,7C:66:9D:7B:2B:9F,-82
1572227088128,-2439912169,78:83:FE:26:4B:43,-88
1572227088129,0000,6C:30:40:5F:BC:CE,-84
1572227088160,0000,6C:30:40:5F:BC:CE,-84
1572227088168,10000199,6C:EC:EB:1F:F4:46,-80
1572227088199,1545,7C:66:9D:7B:2B:90,-74
1572227088209,10000193,6C:EC:EB:1F:F6:55,-89
1572227088214,10000192,6C:EC:EB:1F:F6:24,-68
1572227088229,0000,42:26:CC:E5:07:E9,-69
1572227088247,0000,4D:AA:5B:09:AA:17,-76
1572227088250,0000,6C:30:40:5F:BC:CE,-80
1572227088268,10000199,6C:EC:EB:1F:F4:46,-91
1572227088283,0000,6C:30:40:5F:BC:CE,-79
1572227088287,0101,BC:14:EF:7B:03:3C,-48
1572227088309,1545,7C:66:9D:7B:2B:90,-74
1572227088320,10000197,6C:EC:EB:1F:F6:76,-79
1572227088323,10000192,6C:EC:EB:1F:F6:24,-67
1572227088329,1538,BC:6A:29:BE:2F:23,-73
1572227088332,1100,BC:6A:29:BE:31:57,-90
1572227088346,0000,6C:30:40:5F:BC:CE,-79
1572227088350,1541,7C:66:9D:7B:29:FB,-88
1572227088351,10000190,6C:EC:EB:1F:F6:26,-74
1572227088372,10000199,6C:EC:EB:1F:F4:46,-82
1572227088380,0000,6C:30:40:5F:BC:CE,-78
1572227088398,10000191,6C:EC:EB:1F:F6:65,-84
1572227088410,1545,7C:66:9D:7B:2B:90,-71
1572227088413,0000,6C:30:40:5F:BC:CE,-78
1572227088417,10000193,6C:EC:EB:1F:F6:55,-90
1572227088428,10000192,6C:EC:EB:1F:F6:24,-64
1572227088431,1538,BC:6A:29:BE:2F:23,-74
1572227088442,0000,6C:30:40:5F:BC:CE,-80
1572227088447,1546,7C:66:9D:7B:2B:9F,-81
1572227088454,1541,7C:66:9D:7B:29:FB,-86
1572227088456,10000190,6C:EC:EB:1F:F6:26,-68
1572227088475,0000,6C:30:40:5F:BC:CE,-85
1572227088478,10000199,6C:EC:EB:1F:F4:46,-84
1572227088486,0000,66:99:FD:58:45:3A,-71
1572227088501,0000,42:26:CC:E5:07:E9,-78
1572227088512,1545,7C:66:9D:7B:2B:90,-73
1572227088519,10000193,6C:EC:EB:1F:F6:55,-90
1572227088538,10000192,6C:EC:EB:1F:F6:24,-74
1572227088541,10000198,6C:EC:EB:1F:FD:83,-66
1572227088544,1100,BC:6A:29:BE:31:57,-88
1572227088553,1541,7C:66:9D:7B:29:FB,-77
1572227088556,1546,7C:66:9D:7B:2B:9F,-88
1572227088566,10000190,6C:EC:EB:1F:F6:26,-69
1572227088583,10000199,6C:EC:EB:1F:F4:46,-88
1572227088591,0101,BC:14:EF:7B:03:3C,-51
1572227088596,0000,6C:30:40:5F:BC:CE,-71
1572227088611,0000,69:C9:11:58:0F:76,-61
1572227088613,10000191,6C:EC:EB:1F:F6:65,-78
1572227088626,0000,6C:30:40:5F:BC:CE,-74
1572227088636,10000197,6C:EC:EB:1F:F6:76,-82
1572227088645,1100,BC:6A:29:BE:31:57,-89
1572227088657,0000,6C:30:40:5F:BC:CE,-89
1572227088661,1546,7C:66:9D:7B:2B:9F,-91
1572227088670,10000190,6C:EC:EB:1F:F6:26,-70
1572227088690,10000199,6C:EC:EB:1F:F4:46,-87
1572227088691,0000,6C:30:40:5F:BC:CE,-88
1572227088735,10000193,6C:EC:EB:1F:F6:55,-88
1572227088746,1538,BC:6A:29:BE:2F:23,-73
1572227088756,0000,6C:30:40:5F:BC:CE,-73
1572227088767,1546,7C:66:9D:7B:2B:9F,-84
1572227088769,10000190,6C:EC:EB:1F:F6:26,-70
1572227088773,0000,42:26:CC:E5:07:E9,-73
1572227088786,0000,6C:30:40:5F:BC:CE,-75
1572227088794,10000199,6C:EC:EB:1F:F4:46,-88
1572227088813,10000195,6C:EC:EB:1F:F6:15,-91
1572227088828,10000191,6C:EC:EB:1F:F6:65,-78
1572227088836,10000193,6C:EC:EB:1F:F6:55,-88
1572227088851,10000198,6C:EC:EB:1F:FD:83,-62
1572227088860,10000192,6C:EC:EB:1F:F6:24,-73
