time,uuid,mac,rssi
1577083530828,10000192,6C:EC:EB:1F:F6:24,-87
1577083530851,10000197,6C:EC:EB:1F:F6:76,-91
1577083530852,1100,BC:6A:29:BE:31:57,-87
1577083530871,10000194,6C:EC:EB:1F:F6:2D,-92
1577083530872,10000195,6C:EC:EB:1F:F6:15,-79
1577083530873,1541,7C:66:9D:7B:29:FB,-70
1577083530888,10000190,6C:EC:EB:1F:F6:26,-85
1577083530889,10000193,6C:EC:EB:1F:F6:55,-79
1577083530904,1538,BC:6A:29:BE:2F:23,-92
1577083530905,0000,65:94:B1:D6:F8:43,-79
1577083530922,10000112,6C:EC:EB:1F:FB:96,-91
1577083530924,1105,7C:66:9D:7B:29:FA,-83
1577083530952,0000,48:58:AD:8B:2C:B7,-83
1577083530953,10000197,6C:EC:EB:1F:F6:76,-91
1577083530973,1100,BC:6A:29:BE:31:57,-76
1577083530975,10000195,6C:EC:EB:1F:F6:15,-78
1577083530977,0200,BC:6A:29:BE:2F:76,-91
1577083530979,1541,7C:66:9D:7B:29:FB,-71
1577083530989,10000190,6C:EC:EB:1F:F6:26,-84
1577083530990,10000193,6C:EC:EB:1F:F6:55,-79
1577083530991,1538,BC:6A:29:BE:2F:23,-89
1577083531014,10000112,6C:EC:EB:1F:FB:96,-94
1577083531025,1105,7C:66:9D:7B:29:FA,-83
1577083531037,10000191,6C:EC:EB:1F:F6:65,-89
1577083531056,10000192,6C:EC:EB:1F:F6:24,-87
1577083531058,1545,7C:66:9D:7B:2B:90,-70
1577083531072,1100,BC:6A:29:BE:31:57,-77
1577083531074,10000195,6C:EC:EB:1F:F6:15,-78
1577083531075,0200,BC:6A:29:BE:2F:76,-91
1577083531080,10000190,6C:EC:EB:1F:F6:26,-81
1577083531085,1541,7C:66:9D:7B:29:FB,-71
1577083531091,10000193,6C:EC:EB:1F:F6:55,-80
1577083531098,1538,BC:6A:29:BE:2F:23,-88
1577083531128,1105,7C:66:9D:7B:29:FA,-83
1577083531158,1545,7C:66:9D:7B:2B:90,-74
1577083531160,10000197,6C:EC:EB:1F:F6:76,-94
1577083531164,1100,BC:6A:29:BE:31:57,-70
1577083531168,10000194,6C:EC:EB:1F:F6:2D,-96
1577083531178,10000195,6C:EC:EB:1F:F6:15,-77
1577083531191,10000193,6C:EC:EB:1F:F6:55,-79
1577083531193,1541,7C:66:9D:7B:29:FB,-73
1577083531212,1538,BC:6A:29:BE:2F:23,-85
1577083531229,0000,48:58:AD:8B:2C:B7,-82
1577083531231,1105,7C:66:9D:7B:29:FA,-82
1577083531242,10000192,6C:EC:EB:1F:F6:24,-87
1577083531246,0000,5B:DD:C4:B7:40:80,-46
1577083531266,1100,BC:6A:29:BE:31:57,-71
1577083531284,10000195,6C:EC:EB:1F:F6:15,-76
1577083531293,10000190,6C:EC:EB:1F:F6:26,-81
1577083531313,1538,BC:6A:29:BE:2F:23,-84
1577083531318,-97174417,DA:0B:11:41:48:F9,-96
1577083531328,10000112,6C:EC:EB:1F:FB:96,-94
1577083531333,1105,7C:66:9D:7B:29:FA,-82
1577083531368,1100,BC:6A:29:BE:31:57,-71
1577083531376,10000194,6C:EC:EB:1F:F6:2D,-90
1577083531383,10000195,6C:EC:EB:1F:F6:15,-76
1577083531389,0200,BC:6A:29:BE:2F:76,-90
1577083531393,10000190,6C:EC:EB:1F:F6:26,-81
1577083531397,1541,7C:66:9D:7B:29:FB,-73
1577083531401,10000193,6C:EC:EB:1F:F6:55,-80
1577083531417,1538,BC:6A:29:BE:2F:23,-83
1577083531423,10000112,6C:EC:EB:1F:FB:96,-96
1577083531440,0000,65:94:B1:D6:F8:43,-82
1577083531453,10000191,6C:EC:EB:1F:F6:65,-89
1577083531455,10000192,6C:EC:EB:1F:F6:24,-88
1577083531460,1546,7C:66:9D:7B:2B:9F,-94
1577083531475,1100,BC:6A:29:BE:31:57,-72
1577083531477,1545,7C:66:9D:7B:2B:90,-78
1577083531478,10000194,6C:EC:EB:1F:F6:2D,-90
1577083531487,10000195,6C:EC:EB:1F:F6:15,-75
1577083531491,0000,48:58:AD:8B:2C:B7,-82
1577083531496,0200,BC:6A:29:BE:2F:76,-90
1577083531511,10000193,6C:EC:EB:1F:F6:55,-79
1577083531518,1538,BC:6A:29:BE:2F:23,-82
1577083531523,0000,5B:DD:C4:B7:40:80,-46
1577083531540,1105,7C:66:9D:7B:29:FA,-83
1577083531557,10000191,6C:EC:EB:1F:F6:65,-90
1577083531562,10000192,6C:EC:EB:1F:F6:24,-86
1577083531566,1546,7C:66:9D:7B:2B:9F,-93
1577083531582,1545,7C:66:9D:7B:2B:90,-71
1577083531584,10000194,6C:EC:EB:1F:F6:2D,-89
1577083531587,10000195,6C:EC:EB:1F:F6:15,-75
1577083531600,1541,7C:66:9D:7B:29:FB,-74
1577083531602,10000190,6C:EC:EB:1F:F6:26,-82
1577083531620,10000193,6C:EC:EB:1F:F6:55,-78
1577083531626,1538,BC:6A:29:BE:2F:23,-83
1577083531660,10000191,6C:EC:EB:1F:F6:65,-90
1577083531669,10000192,6C:EC:EB:1F:F6:24,-86
1577083531677,1100,BC:6A:29:BE:31:57,-74
1577083531683,1545,7C:66:9D:7B:2B:90,-69
1577083531688,10000194,6C:EC:EB:1F:F6:2D,-87
1577083531691,10000195,6C:EC:EB:1F:F6:15,-76
1577083531702,10000198,6C:EC:EB:1F:FD:83,-90
1577083531709,10000190,6C:EC:EB:1F:F6:26,-85
1577083531712,0000,65:94:B1:D6:F8:43,-82
1577083531724,10000193,6C:EC:EB:1F:F6:55,-78
1577083531727,1538,BC:6A:29:BE:2F:23,-82
1577083531762,0000,48:58:AD:8B:2C:B7,-81
1577083531765,10000191,6C:EC:EB:1F:F6:65,-94
1577083531776,10000192,6C:EC:EB:1F:F6:24,-85
1577083531777,1100,BC:6A:29:BE:31:57,-71
1577083531788,10000102,6C:EC:EB:1F:FD:9B,-97
1577083531790,10000194,6C:EC:EB:1F:F6:2D,-87
1577083531809,10000195,6C:EC:EB:1F:F6:15,-74
1577083531811,10000198,6C:EC:EB:1F:FD:83,-90
1577083531813,1541,7C:66:9D:7B:29:FB,-73
1577083531816,10000190,6C:EC:EB:1F:F6:26,-86
1577083531818,0200,BC:6A:29:BE:2F:76,-91
